$m_S$ [GeV$/c^{2}$],Observed limit
0.025,4.3452e-07
0.02566,4.1962e-07
0.02647,4.025e-07
0.02728,3.8604e-07
0.02809,3.7049e-07
0.0289,3.5587e-07
0.02972,3.4459e-07
0.03053,3.3097e-07
0.03134,3.1824e-07
0.03216,3.0393e-07
0.03297,2.9309e-07
0.03379,2.8251e-07
0.03461,2.7256e-07
0.03542,2.6331e-07
0.03624,2.5433e-07
0.03706,2.4601e-07
0.03788,2.3798e-07
0.0387,2.3049e-07
0.03953,2.233e-07
0.04035,2.1663e-07
0.04118,2.1017e-07
0.042,2.0415e-07
0.04283,1.9831e-07
0.04366,1.9318e-07
0.04449,1.8748e-07
0.04532,1.8251e-07
0.04615,1.778e-07
0.04699,1.7353e-07
0.04783,1.6909e-07
0.04866,1.6501e-07
0.0495,1.6106e-07
0.05034,2.1723e-07
0.05118,2.1356e-07
0.05203,2.0998e-07
0.05287,2.0681e-07
0.05372,2.1103e-07
0.05457,2.0092e-07
0.05542,1.9036e-07
0.05627,1.8933e-07
0.05713,1.8831e-07
0.05798,1.8242e-07
0.05884,1.8145e-07
0.0597,1.7548e-07
0.06056,1.746e-07
0.06142,1.7372e-07
0.06229,1.6769e-07
0.06315,1.6687e-07
0.06402,1.6491e-07
0.06489,1.6412e-07
0.06576,1.5863e-07
0.06664,1.5787e-07
0.06751,1.6554e-07
0.06839,1.6478e-07
0.06927,1.6001e-07
0.07015,1.5936e-07
0.07103,1.5045e-07
0.07192,1.6098e-07
0.0728,1.6063e-07
0.07369,1.5667e-07
0.07459,1.5637e-07
0.07548,1.4842e-07
0.07637,1.4888e-07
0.07727,1.4385e-07
0.07817,1.4778e-07
0.07907,1.4754e-07
0.07997,1.473e-07
0.08088,1.4708e-07
0.08178,1.4285e-07
0.08269,1.4265e-07
0.0836,1.4246e-07
0.08452,1.4227e-07
0.08543,1.4209e-07
0.08635,1.4192e-07
0.08727,1.4175e-07
0.08819,1.4475e-07
0.08911,1.4459e-07
0.09003,1.4445e-07
0.09096,1.4431e-07
0.09189,1.4417e-07
0.09282,1.4404e-07
0.09375,1.3668e-07
0.09468,1.3658e-07
0.09562,1.4263e-07
0.09656,1.4254e-07
0.09749,1.4245e-07
0.09844,1.3622e-07
0.09938,1.3616e-07
0.10032,1.3571e-07
0.10127,1.3442e-07
0.10222,1.3331e-07
0.10317,1.3212e-07
0.10412,1.3097e-07
0.10507,1.3016e-07
0.10603,1.2883e-07
0.10698,1.2782e-07
0.10794,1.2689e-07
0.1089,1.2244e-07
0.10986,1.2154e-07
0.11082,1.2061e-07
0.11179,1.1967e-07
0.11275,1.1876e-07
0.11372,1.1784e-07
0.11469,1.1696e-07
0.11566,1.1285e-07
0.11663,1.1197e-07
0.1176,1.1111e-07
0.11858,1.1032e-07
0.11956,1.0955e-07
0.12053,1.0896e-07
0.12151,1.1112e-07
0.12249,1.1062e-07
0.12347,1.0755e-07
0.12445,1.0713e-07
0.12544,1.0648e-07
0.12642,1.0595e-07
0.12741,1.0838e-07
0.1284,1.0796e-07
0.12938,1.0736e-07
0.13037,1.0696e-07
0.13136,1.0654e-07
0.13236,1.0592e-07
0.13335,1.0844e-07
0.13434,1.0793e-07
0.13534,1.0734e-07
0.13633,1.071e-07
0.13733,1.0656e-07
0.13833,1.0616e-07
0.13932,1.0886e-07
0.14032,1.084e-07
0.14132,1.0795e-07
0.14233,1.0749e-07
0.14333,1.0705e-07
0.14433,1.0978e-07
0.14533,1.0934e-07
0.14634,1.0881e-07
0.14734,1.0821e-07
0.14835,1.0778e-07
0.14935,1.1092e-07
0.15036,1.1042e-07
0.15137,1.1067e-07
0.15238,1.0761e-07
0.15338,1.0774e-07
0.15439,1.0787e-07
0.1554,1.08e-07
0.15641,1.0813e-07
0.15743,1.0839e-07
0.15844,1.0851e-07
0.15945,1.1159e-07
0.16046,1.0874e-07
0.16148,1.0896e-07
0.16249,1.0916e-07
0.1635,1.0931e-07
0.16452,1.1282e-07
0.16554,1.1298e-07
0.16655,1.1314e-07
0.16757,1.133e-07
0.16859,1.1011e-07
0.1696,1.1027e-07
0.17062,1.1043e-07
0.17164,1.106e-07
0.17266,1.1077e-07
0.17368,1.0775e-07
0.1747,1.0792e-07
0.17572,1.0808e-07
0.17674,1.0827e-07
0.17776,1.0841e-07
0.17879,1.0558e-07
0.17981,1.0573e-07
0.18083,1.059e-07
0.18186,1.0606e-07
0.18288,1.0624e-07
0.18391,1.0356e-07
0.18493,1.0373e-07
0.18596,1.039e-07
0.18699,1.0407e-07
0.18802,1.0424e-07
0.18905,1.0441e-07
0.19008,1.044e-07
0.19111,1.0457e-07
0.19214,1.0473e-07
0.19317,1.049e-07
0.19421,1.0506e-07
0.19524,1.0523e-07
0.19628,1.0541e-07
0.19732,1.0305e-07
0.19835,1.0287e-07
0.19939,1.0316e-07
0.20043,1.023e-07
0.20148,9.9728e-08
0.20252,9.739e-08
0.20356,9.5178e-08
0.20461,9.3027e-08
0.20566,8.884e-08
0.20671,8.6774e-08
0.20776,8.487e-08
0.20881,8.4962e-08
0.20987,8.3175e-08
0.21092,8.1458e-08
0.21198,8.0127e-08
