2.999999999999999889e-01	2.943622279861961566e-01	1.995716413404029752e-13
2.943622279861961566e-01	2.998018738798685634e-01	5.435562820598687202e-13
2.998018738798685634e-01	2.894456249669155046e-01	4.357016793571872143e-13
2.894456249669155046e-01	2.894456249669155046e-01	3.791504937031876936e-13
2.894456249669155046e-01	2.894456249669155046e-01	3.299392765422887950e-13
2.894456249669155046e-01	2.894456249669155046e-01	2.871153486891370192e-13
2.894456249669155046e-01	2.856797162712961802e-01	2.498496823924473546e-13
2.856797162712961802e-01	3.158069858362505533e-01	2.365340584018064831e-13
3.158069858362505533e-01	3.609978901836821130e-01	6.660761769498078231e-13
3.609978901836821130e-01	3.840117766569111080e-01	7.998730874825343608e-13
3.840117766569111080e-01	4.197879092652944122e-01	9.313898829955807732e-13
4.197879092652944122e-01	4.645603793132127013e-01	1.113153678239302952e-12
4.645603793132127013e-01	5.022194662694057232e-01	1.268984879212889120e-12
5.022194662694057232e-01	5.436444619212179585e-01	1.490869341114475656e-12
5.436444619212179585e-01	5.926012749642687316e-01	1.706547004532023135e-12
5.926012749642687316e-01	6.396751336595100090e-01	1.939952579940157990e-12
6.396751336595100090e-01	6.773342206157030310e-01	2.217008407602665828e-12
6.773342206157030310e-01	7.055785358328476864e-01	2.590294208635685485e-12
7.055785358328476864e-01	7.281739880065634107e-01	3.073166625244268688e-12
7.281739880065634107e-01	7.586150832961527923e-01	3.521137454858250469e-12
7.586150832961527923e-01	7.810656928277293076e-01	4.130284869673625742e-12
7.810656928277293076e-01	7.882836844943329480e-01	5.455357112948772382e-12
7.882836844943329480e-01	7.888992657234246142e-01	4.728862572804066885e-12
7.888992657234246142e-01	7.813674483321859654e-01	7.620117464458598696e-12
7.813674483321859654e-01	7.827796640930432259e-01	6.551935723838040254e-12
7.827796640930432259e-01	7.997262532233301302e-01	8.674063936507072819e-12
7.997262532233301302e-01	8.180178097449095631e-01	3.393702471561290422e-12
8.180178097449095631e-01	8.349643988751963564e-01	2.829262173235476782e-12
8.349643988751963564e-01	8.684540869183822176e-01	2.354798988328926905e-12
8.684540869183822176e-01	9.238129447439857866e-01	1.960492455746133779e-12
9.238129447439857866e-01	9.875195668448788489e-01	1.994649699082947927e-12
9.875195668448788489e-01	1.018776609018519075e+00	2.259240855525327850e-12
1.018776609018519075e+00	1.020031911917058887e+00	2.711728845378244589e-12
1.020031911917058887e+00	1.044944846365001956e+00	3.155823765226303215e-12
1.044944846365001956e+00	1.112731202886149351e+00	1.738966628267063608e-12
1.112731202886149351e+00	1.191380757567737092e+00	1.834806086532828457e-12
1.191380757567737092e+00	1.259167114088884265e+00	2.142969513469425211e-12
