ma_GeV,BR
0.0,1.4532410679618517e-10
0.0020491803278688547,1.2514185761897705e-10
0.003688524590163937,1.2514185761897705e-10
0.00655737704918033,1.2514185761897705e-10
0.006967213114754102,1.2514185761897705e-10
0.007377049180327874,1.2514185761897705e-10
0.00778688524590164,1.2514185761897705e-10
0.012295081967213115,1.2328467394420634e-10
0.012704918032786887,1.2328467394420634e-10
0.01311475409836066,1.2328467394420634e-10
0.015163934426229507,1.214550520402733e-10
0.01557377049180328,1.214550520402733e-10
0.01680327868852459,1.1965258287320737e-10
0.01721311475409836,1.1965258287320737e-10
0.018442622950819672,1.1787686347935865e-10
0.018852459016393444,1.1787686347935865e-10
0.021721311475409837,1.1612749687531167e-10
0.02213114754098361,1.1612749687531167e-10
0.022540983606557374,1.1612749687531167e-10
0.023770491803278684,1.144040919691338e-10
0.024999999999999994,1.1270626347294113e-10
0.026639344262295084,1.1103363181676367e-10
0.027868852459016394,1.0938582306368927e-10
0.02950819672131147,1.0776246882626237e-10
0.03114754098360656,1.0616320618413007e-10
0.032786885245901634,1.0458767760290351e-10
0.03442622950819672,1.0303553085423012e-10
0.0360655737704918,1.015064189370454e-10
0.03647540983606558,1.015064189370454e-10
0.038114754098360654,1e-10
0.03975409836065573,9.85159372650318e-11
0.04016393442622951,9.85159372650318e-11
0.041803278688524584,9.70538989520764e-11
0.04344262295081967,9.561355820489454e-11
0.04385245901639344,9.561355820489454e-11
0.04549180327868853,9.419459301799857e-11
0.04590163934426229,9.419459301799857e-11
0.04754098360655737,9.279668616466348e-11
0.04795081967213115,9.279668616466348e-11
0.05,9.141952512600793e-11
0.05163934426229508,9.006280202112759e-11
0.052049180327868844,9.006280202112759e-11
0.05368852459016393,8.872621353826384e-11
0.05532786885245901,8.740946086699414e-11
0.0569672131147541,8.61122496314301e-11
0.05819672131147541,8.483428982440725e-11
0.05942622950819672,8.357529574264796e-11
0.06024590163934426,8.233498592289185e-11
0.06065573770491803,8.111308307896856e-11
0.06147540983606557,7.990931403980978e-11
0.06188524590163934,7.872340968837593e-11
0.06270491803278688,7.755510490149438e-11
0.06680327868852458,7.196856730011528e-11
0.06721311475409836,7.196856730011528e-11
0.06926229508196721,7.090050861192347e-11
0.06967213114754098,7.090050861192347e-11
0.07172131147540983,6.984830058471099e-11
0.0721311475409836,6.984830058471099e-11
0.07418032786885245,6.881170798472443e-11
0.07459016393442622,6.881170798472443e-11
0.07663934426229507,6.779049906922799e-11
0.07868852459016393,6.678444553469233e-11
0.07909836065573769,6.678444553469233e-11
0.080327868852459,6.579332246575682e-11
0.08114754098360655,6.48169082849448e-11
0.08196721311475409,6.385498470312941e-11
0.08278688524590164,6.290733667073035e-11
0.08360655737704917,6.197375232963906e-11
0.08442622950819671,6.105402296585315e-11
0.08524590163934426,6.014794296281799e-11
0.08647540983606557,5.837592378488591e-11
0.0872950819672131,5.7509588453800743e-11
0.08852459016393442,5.5815297865706996e-11
0.08934426229508195,5.4986963829670304e-11
0.09016393442622951,5.4170922790383723e-11
0.09139344262295081,5.336699231206302e-11
0.09221311475409834,5.257499266638634e-11
0.09344262295081966,5.179474679231202e-11
0.0971311475409836,5.257499266638634e-11
0.0983606557377049,5.336699231206302e-11
0.09918032786885246,5.4170922790383723e-11
0.09999999999999999,5.4986963829670304e-11
0.10040983606557376,5.5815297865706996e-11
0.10122950819672129,5.837592378488591e-11
0.10204918032786885,6.105402296585315e-11
0.10286885245901638,6.385498470312941e-11
0.10327868852459014,6.48169082849448e-11
0.10450819672131147,6.881170798472443e-11
0.10491803278688523,7.090050861192347e-11
0.105327868852459,7.305271542664449e-11
0.10614754098360656,7.755510490149438e-11
0.10655737704918032,7.990931403980978e-11
0.10696721311475409,8.233498592289185e-11
0.10737704918032785,8.61122496314301e-11
0.10778688524590162,8.872621353826384e-11
0.10819672131147541,9.141952512600793e-11
0.10860655737704918,9.561355820489454e-11
0.10901639344262294,9.85159372650318e-11
0.1094262295081967,1.015064189370454e-10
0.10983606557377047,1.0616320618413007e-10
0.11024590163934424,1.1103363181676367e-10
0.11065573770491803,1.1787686347935865e-10
0.1110655737704918,1.2702701826031973e-10
0.11147540983606556,1.348559553052558e-10
0.11188524590163933,1.4532410679618517e-10
0.11229508196721309,1.5428073113327942e-10
0.11270491803278689,1.6876124757881454e-10
0.11311475409836065,1.791623512260071e-10
0.11352459016393442,1.9306977288832457e-10
0.11393442622950818,2.1119096016108945e-10
0.11434426229508195,2.2420709447806137e-10
0.11475409836065571,2.380254399901916e-10
0.1151639344262295,2.526954386274699e-10
0.11557377049180327,2.7231084327631417e-10
0.11598360655737704,2.9344888759617144e-10
0.1163934426229508,3.115347475837596e-10
0.11680327868852457,3.3571753524792406e-10
0.11721311475409836,3.6722738910007137e-10
0.11762295081967213,3.957333007004632e-10
0.11803278688524589,4.264519748024758e-10
0.11844262295081966,4.664780026090449e-10
0.11885245901639342,5.026882121429433e-10
0.11926229508196719,5.49869638296703e-10
0.11967213114754098,6.014794296281799e-10
0.12008196721311475,6.579332246575682e-10
0.12049180327868851,7.755510490149438e-10
0.12090163934426228,9.141952512600793e-10
0.12131147540983604,1.0776246882626236e-09
0.12172131147540984,1.2514185761897707e-09
0.1221311475409836,1.43167405882297e-09
0.12254098360655737,1.6135863368107667e-09
0.12295081967213113,1.8460087967663667e-09
0.1233606557377049,2.0805675382171716e-09
0.12377049180327866,2.380254399901916e-09
0.12418032786885246,2.7641298538705774e-09
0.12459016393442622,3.1153474758375957e-09
0.12499999999999999,3.617775042658405e-09
0.125,nan
0.1503,nan
0.15040983606557373,9.419459301799856e-09
0.1508196721311475,8.872621353826384e-09
0.15122950819672132,8.483428982440726e-09
0.15163934426229508,7.990931403980979e-09
0.15204918032786885,7.52702531432732e-09
0.15245901639344261,7.0900508611923466e-09
0.15286885245901638,6.678444553469233e-09
0.15327868852459015,6.290733667073035e-09
0.1536885245901639,5.925530975545686e-09
0.15409836065573768,5.581529786570699e-09
0.15450819672131144,5.2574992666386345e-09
0.1549180327868852,4.95228003713452e-09
0.15532786885245897,4.595551764055001e-09
0.1557377049180328,4.264519748024758e-09
0.15614754098360656,3.957333007004632e-09
0.15655737704918032,3.617775042658405e-09
0.1569672131147541,3.307352764125545e-09
0.15737704918032785,3.069113764883905e-09
0.15778688524590162,2.848035868435805e-09
0.15819672131147539,2.6428829066894112e-09
0.15860655737704915,2.416111002931905e-09
0.15901639344262292,2.208797205397575e-09
0.15942622950819668,2.0496906107066366e-09
0.15983606557377045,1.902044963364012e-09
0.16024590163934427,1.818612868129322e-09
0.16065573770491803,1.7130349897073658e-09
0.1610655737704918,1.6378937069540613e-09
0.16147540983606556,1.5660484528328325e-09
0.16188524590163933,1.4751329666105497e-09
0.1622950819672131,1.4104271176297713e-09
0.16270491803278686,1.3485595530525579e-09
0.16311475409836063,1.2702701826031973e-09
0.1635245901639344,1.214550520402733e-09
0.16393442622950816,1.144040919691338e-09
0.16434426229508192,1.0938582306368928e-09
0.16475409836065574,1.045876776029035e-09
0.1651639344262295,1e-09
0.16557377049180327,9.561355820489453e-10
0.16598360655737704,9.279668616466348e-10
0.1663934426229508,9.006280202112795e-10
0.16680327868852457,8.740946086699414e-10
0.16721311475409834,8.483428982440726e-10
0.1676229508196721,8.233498592289185e-10
0.16803278688524587,7.990931403980978e-10
0.16844262295081963,7.755510490149438e-10
0.1688524590163934,7.527025314327321e-10
0.16926229508196722,7.305271542664449e-10
0.16967213114754098,7.090050861192347e-10
0.17008196721311475,6.881170798472443e-10
0.17049180327868851,6.678444553469233e-10
0.17090163934426228,6.48169082849448e-10
0.17131147540983604,6.385498470312941e-10
0.1717213114754098,6.197375232963905e-10
0.17254098360655734,5.925530975545687e-10
0.1729508196721311,5.750958845380074e-10
0.17336065573770487,5.66561100825243e-10
0.17459016393442622,5.336699231206302e-10
0.175,5.257499266638634e-10
0.17540983606557375,5.179474679231202e-10
0.17663934426229505,4.95228003713452e-10
0.17786885245901635,4.806380863064389e-10
0.17827868852459017,4.735051155774987e-10
0.1790983606557377,4.664780026090449e-10
0.17950819672131146,4.595551764055001e-10
0.17991803278688523,4.5273508928584677e-10
0.18196721311475406,4.264519748024758e-10
0.18237704918032782,4.2012315996189624e-10
0.18278688524590164,4.1388826870392916e-10
0.1844262295081967,3.957333007004632e-10
0.18483606557377047,3.898603702549064e-10
0.18524590163934423,3.840745977815442e-10
0.18606557377049177,3.783746898013893e-10
0.18729508196721312,3.727593720314938e-10
0.1885245901639344,3.6722738910007137e-10
0.19057377049180324,3.617775042658405e-10
0.190983606557377,3.617775042658405e-10
0.19139344262295077,3.617775042658405e-10
0.19385245901639342,3.617775042658405e-10
0.19426229508196718,3.617775042658405e-10
0.19467213114754095,3.617775042658405e-10
0.19508196721311472,3.617775042658405e-10
0.19795081967213113,3.6722738910007137e-10
0.1983606557377049,3.6722738910007137e-10
0.2012295081967213,3.727593720314938e-10
0.20163934426229507,3.727593720314938e-10
0.2036885245901639,3.783746898013893e-10
0.20532786885245902,3.840745977815442e-10
0.20696721311475408,3.898603702549064e-10
0.20819672131147537,3.957333007004632e-10
0.20942622950819667,4.0169470208240986e-10
0.21065573770491797,4.0774590714368904e-10
0.21147540983606555,4.1388826870392916e-10
0.21393442622950815,4.3287612810830617e-10
0.21475409836065568,4.393970560760786e-10
0.21557377049180326,4.460162165376305e-10
0.21598360655737703,4.5273508928584677e-10
0.2163934426229508,4.595551764055001e-10
0.21680327868852456,4.664780026090449e-10
0.21721311475409832,4.735051155774987e-10
0.2176229508196721,4.806380863064389e-10
0.21967213114754092,5.102608025649618e-10
0.22008196721311474,5.179474679231202e-10
0.2217213114754098,5.417092279038372e-10
0.22254098360655733,5.49869638296703e-10
0.22336065573770486,5.581529786570699e-10
0.2241803278688524,5.66561100825243e-10
0.22540983606557374,5.750958845380074e-10
0.2258196721311475,5.750958845380074e-10
0.22622950819672127,5.750958845380074e-10
0.22663934426229504,5.750958845380074e-10
0.2270491803278688,5.750958845380074e-10
0.22745901639344257,5.750958845380074e-10
0.22786885245901634,5.750958845380074e-10
0.2282786885245901,5.750958845380074e-10
0.22868852459016387,5.750958845380074e-10
0.22991803278688522,5.837592378488591e-10
0.23114754098360651,5.925530975545687e-10
0.23196721311475405,6.014794296281799e-10
0.2323770491803278,6.105402296585314e-10
0.23278688524590158,6.197375232963905e-10
0.23319672131147534,6.290733667073036e-10
0.23360655737704916,6.385498470312941e-10
0.23401639344262293,6.48169082849448e-10
0.2344262295081967,6.579332246575682e-10
0.23483606557377046,6.678444553469233e-10
0.23606557377049175,7.090050861192347e-10
0.23647540983606552,7.196856730011529e-10
0.23729508196721305,7.527025314327321e-10
0.23811475409836064,7.872340968837592e-10
0.23893442622950817,8.233498592289185e-10
0.2397540983606557,8.611224963143011e-10
0.24057377049180323,9.006280202112795e-10
0.240983606557377,9.279668616466348e-10
0.24139344262295076,9.561355820489453e-10
0.24180327868852453,9.851593726503138e-10
0.2422131147540983,1.015064189370454e-09
0.2426229508196721,1.045876776029035e-09
0.24303278688524588,1.0776246882626236e-09
0.24344262295081964,1.1103363181676368e-09
0.2438524590163934,1.144040919691338e-09
