tau_ps,BR
25.11886431509582,9.10684501989366e-05
27.31263722800847,2.9633523667961095e-05
28.48035868435805,1.8561925481719463e-05
29.6980047740645,3.923552410357696e-05
30.967709969353546,2.2381394031118634e-05
32.29169999943897,3.964552113121285e-06
33.67229575211422,2.483326711892646e-06
35.111917342151344,1.5555127999425748e-06
36.61308835364032,2.483326711892646e-06
38.17844026370508,1.965412548751108e-06
39.81071705534969,4.6095325372914815e-07
41.51278002752295,2.5092765773216645e-07
43.287612810830616,5.061613025391418e-07
45.138326597689755,2.8873312678394924e-07
47.06816559609249,1.571767345765445e-07
49.080512716538614,5.359442783467524e-08
51.17889550210738,9.39532837946163e-08
53.366992312063125,2.4196200707851936e-08
55.64863876983289,4.241695645802726e-08
58.02783448666185,1.2569638831218286e-08
60.508750072729484,2.006702861561781e-08
63.0957344480193,6.529778052965103e-09
65.79332246575683,4.931763673355229e-09
68.60624286177796,6.529778052965103e-09
71.53942654376493,4.931763673355229e-09
74.59801523487941,3.392142128625689e-09
77.78737048694303,2.813260395103471e-09
81.11308307896873,1.1566592028227594e-09
84.58098281751346,8.735932205755459e-10
88.19714875603577,6.913995931346857e-10
91.96791985117063,1.053351610094064e-09
95.8999060745997,6.913995931346857e-10
100.0,3.7637499911043426e-10
104.27538888537687,4.983298818947793e-10
108.73356727196557,3.7637499911043426e-10
113.38235012178497,2.9787951087758967e-10
118.22988651687085,2.357547743882858e-10
123.28467394420659,1.9552234092615308e-10
128.55557319139032,1.4767270349581168e-10
134.05182387914726,1.1153317444167867e-10
139.7830606579213,1.0157153342171343e-10
145.75933009692972,8.423797158552554e-11
151.99110829529332,6.98624468667011e-11
158.48931924611142,3.8030798164188655e-11
165.26535398566878,4.805245444053964e-11
172.33109056135083,2.741089717973321e-11
179.69891485325957,3.463405848641231e-11
187.3817422860383,2.8723626949262242e-11
195.39304046896112,2.382183264615295e-11
203.74685280397102,1.492158298049291e-11
212.45782310305674,1.7991981951621803e-11
221.5412212581185,1.63850191234144e-11
231.0129700083158,1.026329191874646e-11
240.88967285183034,8.919460785390164e-12
251.18864315095823,9.794238032936566e-12
261.9279344815627,9.346620889795124e-12
273.1263722800847,8.122814703356737e-12
284.8035868435805,5.586995603041724e-12
296.980047740645,6.428748127542989e-12
309.67709969353547,4.633553920107251e-12
322.9169999943897,4.219705744173738e-12
336.72295752114223,4.855458519936987e-12
351.11917342151344,3.339658282544468e-12
366.13088353640325,3.0413750398536767e-12
381.7844026370508,3.667195692085532e-12
398.1071705534969,3.0413750398536767e-12
415.1278002752295,2.5223530211403868e-12
432.87612810830615,2.643150522893108e-12
451.3832659768975,2.643150522893108e-12
470.6816559609249,1.9050645979290534e-12
490.8051271653861,1.8179991651759116e-12
511.78895502107383,1.9962996638292814e-12
533.6699231206312,1.9050645979290534e-12
556.4863876983289,1.7349128046225954e-12
580.2783448666186,1.7349128046225954e-12
605.0875007272948,1.3730852975827184e-12
630.957344480193,1.5077508122552294e-12
657.9332246575682,1.4388434496935576e-12
686.0624286177782,1.3730852975827184e-12
715.3942654376493,1.3103324304248416e-12
745.980152348794,1.086719303364618e-12
777.8737048694303,1.1387631591820537e-12
811.1308307896873,1.1387631591820537e-12
845.8098281751346,9.896584275868399e-13
881.9714875603578,1.0370539605035479e-12
919.6791985117064,1.0370539605035479e-12
958.999060745997,9.896584275868399e-13
1000.0,9.44428969557275e-13
1042.7538888537688,9.44428969557275e-13
1087.3356727196556,8.207695177378743e-13
1133.8235012178498,9.012665922665023e-13
1182.2988651687062,8.600768258055989e-13
1232.8467394420659,8.600768258055989e-13
1285.5557319139032,8.600768258055989e-13
1340.5182387914729,8.600768258055989e-13
1397.8306065792133,7.832586357813682e-13
1457.5933009692972,8.207695177378743e-13
1519.9110829529332,7.832586357813682e-13
1584.893192461114,7.474620795091697e-13
1652.653539856688,8.207695177378743e-13
1723.3109056135083,7.832586357813682e-13
1796.9891485325957,7.832586357813682e-13
1873.817422860383,7.832586357813682e-13
1953.9304046896111,7.832586357813682e-13
2037.4685280397102,7.832586357813682e-13
2124.5782310305676,7.832586357813682e-13
2215.412212581185,8.207695177378743e-13
2310.1297000831582,8.207695177378743e-13
2408.8967285183035,8.207695177378743e-13
2511.886431509582,8.207695177378743e-13
2619.279344815627,8.207695177378743e-13
2731.2637228008466,8.207695177378743e-13
2848.035868435799,8.207695177378743e-13
2969.8004774064498,7.832586357813682e-13
3096.7709969353546,7.832586357813682e-13
3229.1699999438965,8.600768258055989e-13
3367.2295752114223,9.012665922665023e-13
3511.1917342151346,8.600768258055989e-13
3661.3088353640323,9.012665922665023e-13
3817.844026370508,9.44428969557275e-13
3981.071705534969,8.600768258055989e-13
4151.278002752295,9.896584275868399e-13
4328.7612810830615,9.44428969557275e-13
4513.832659768975,9.896584275868399e-13
4706.816559609249,9.44428969557275e-13
4908.0512716538515,1.086719303364618e-12
5117.889550210738,9.896584275868399e-13
5336.699231206313,1.086719303364618e-12
5564.863876983289,1.0370539605035479e-12
5802.783448666185,1.1387631591820537e-12
6050.875007272948,1.086719303364618e-12
6309.57344480193,1.1387631591820537e-12
6579.332246575683,1.3103324304248416e-12
6860.624286177782,1.3103324304248416e-12
7153.942654376493,1.250447500418041e-12
7459.801523487941,1.250447500418041e-12
7778.737048694303,1.3103324304248416e-12
8111.308307896872,1.4388434496935576e-12
8458.098281751329,1.5077508122552294e-12
8819.714875603579,1.579958203472706e-12
9196.791985117065,1.6556236643553116e-12
9589.99060745997,1.6556236643553116e-12
10000.0,1.579958203472706e-12
10427.538888537687,1.6556236643553116e-12
10873.356727196557,1.8179991651759116e-12
11338.235012178497,1.9050645979290534e-12
11822.988651687061,1.9962996638292814e-12
12328.467394420659,1.9962996638292814e-12
12855.557319139032,1.9050645979290534e-12
13405.182387914729,2.192087006497216e-12
13978.306065792132,1.9962996638292814e-12
14575.93300969297,2.0919040499398932e-12
15199.11082952933,2.5223530211403868e-12
15848.93192461114,2.297067804898601e-12
16526.53539856688,2.643150522893108e-12
17233.109056135083,2.7697331135320394e-12
17969.891485325956,2.9023778455867103e-12
18738.17422860383,2.7697331135320394e-12
19539.30404689611,3.0413750398536767e-12
20374.68528039706,3.0413750398536767e-12
21245.782310305673,2.9023778455867103e-12
22154.12212581185,3.339658282544468e-12
23101.29700083158,3.187028920824432e-12
24088.967285183036,3.667195692085532e-12
25118.864315095823,3.667195692085532e-12
26192.793448156273,4.026856374600241e-12
27312.63722800847,3.667195692085532e-12
28480.35868435799,4.4217908241588486e-12
29698.0047740645,4.4217908241588486e-12
30967.709969353546,4.633553920107251e-12
32291.699999438966,4.633553920107251e-12
33672.29575211422,5.087990308372841e-12
35111.917342151275,5.087990308372841e-12
36613.08835364033,5.331658229969169e-12
38178.44026370508,5.586995603041724e-12
39810.71705534969,5.087990308372841e-12
41512.780027522946,6.134940905260899e-12
43287.612810830615,5.586995603041724e-12
45138.32659768975,5.854561286946568e-12
47068.165596092396,6.134940905260899e-12
49080.512716538615,7.059248415339832e-12
51178.895502107385,7.397321462878346e-12
53366.99231206302,7.397321462878346e-12
55648.63876983301,8.122814703356737e-12
58027.83448666185,7.397321462878346e-12
60508.75007272936,8.511822790306495e-12
63095.73444801943,8.122814703356737e-12
