tau_ps,BR
556.4863876983289,9.10684501989366e-05
580.2783448666186,6.263826634221039e-05
605.0875007272948,4.730897803918262e-05
630.957344480193,7.552727877352213e-05
657.9332246575682,5.977556668786817e-05
686.0624286177782,4.3083553105238965e-05
715.3942654376493,1.945087092556465e-05
745.980152348794,1.7713606702107317e-05
777.8737048694303,2.135851755802882e-05
811.1308307896873,1.8561925481719463e-05
845.8098281751346,1.6904057863283446e-05
881.9714875603578,1.6131507097944133e-05
919.6791985117064,1.3378605114745893e-05
958.999060745997,1.2767174906439577e-05
1000.0,1.1626868321482081e-05
1042.7538888537688,1.0588408787044866e-05
1087.3356727196556,7.631651150355574e-06
1133.8235012178498,6.632395697431186e-06
1182.2988651687062,6.040019972711546e-06
1232.8467394420659,6.950026427218154e-06
1285.5557319139032,6.32928135568411e-06
1340.5182387914729,4.5618627227662645e-06
1397.8306065792133,5.249165834518526e-06
1457.5933009692972,5.009267987761939e-06
1519.9110829529332,3.6104561667487543e-06
1584.893192461114,3.1377186239694126e-06
1652.653539856688,3.6104561667487543e-06
1723.3109056135083,3.2879864761700247e-06
1796.9891485325957,2.3698334922541058e-06
1873.817422860383,2.261527149896849e-06
1953.9304046896111,2.3698334922541058e-06
2037.4685280397102,1.8755890885485035e-06
2124.5782310305676,2.0595377262392468e-06
2215.412212581185,1.8755890885485035e-06
2310.1297000831582,1.7898707481630568e-06
2408.8967285183035,1.7898707481630568e-06
2511.886431509582,1.7080699150414828e-06
2619.279344815627,1.6300075509162075e-06
2731.2637228008466,1.4844226147450356e-06
2848.035868435799,1.4165813995537909e-06
2969.8004774064498,1.2311003470099446e-06
3096.7709969353546,1.174836488770448e-06
3229.1699999438965,1.351840669650838e-06
3367.2295752114223,1.2311003470099446e-06
3981.071705534969,1.069905382694853e-06
4151.278002752295,1.0210084711410369e-06
4328.7612810830615,8.467695591782142e-07
4513.832659768975,9.29816591068001e-07
4706.816559609249,7.711399142999686e-07
4908.0512716538515,8.467695591782142e-07
5117.889550210738,8.08070421000862e-07
5336.699231206313,7.711399142999686e-07
5564.863876983289,7.711399142999686e-07
5802.783448666185,7.022651688183907e-07
6050.875007272948,6.395420055298556e-07
6309.57344480193,6.701701832220501e-07
6579.332246575683,7.711399142999686e-07
6860.624286177782,8.08070421000862e-07
7153.942654376493,8.08070421000862e-07
7459.801523487941,8.467695591782142e-07
7778.737048694303,7.711399142999686e-07
