ctau_m,BR
4.859226736697403,8.750421749906794e-08
5.029126239917861,5.4844165761210154e-08
5.204966161801346,3.437414337286239e-08
5.386954204979261,5.670523941381169e-08
5.5753053342618974,1.396135390856793e-08
5.770242030555533,2.3031320587069962e-08
5.97199455365749,1.492495545051829e-08
6.180801214239723,4.199411234979421e-09
6.396908655342066,6.480286440412508e-09
6.620572143707693,1.9491940296028502e-09
6.852055871304992,3.0078825180430956e-09
7.0916332673918365,1e-09
7.339587321491077,1.492495545051826e-09
7.596210917658575,5.304417279843926e-10
7.861807180438682,7.656988080124188e-10
8.1366898329159,5.484416576121026e-10
8.421183567285443,2.3031320587070007e-10
8.715624428380657,3.109951549940202e-10
9.020360210610162,1.3503140378698722e-10
9.335750868773577,1.0690192046030012e-10
9.662168943241257,1.3961353908567904e-10
10.0,6.480286440412508e-11
10.349643086084784,5.304417279843926e-11
10.71151120093427,6.700187503509577e-11
11.08603178422691,5.4844165761210266e-11
11.473647220774032,4.3419134227214444e-11
11.874815363065988,2.381286194765587e-11
12.29001007208894,2.0153376859417353e-11
12.719721777050767,2.4620924014946205e-11
13.164458054677555,2.0153376859417353e-11
13.624744228764685,1.221677348996788e-11
14.1011239906908,1.4435116387279175e-11
14.594160041627747,9.047357242349274e-12
15.104434757204745,1.0690192046029968e-11
15.63255087541228,6.927550656129364e-12
16.179132208557952,7.916819159262984e-12
16.744824380115347,6.927550656129364e-12
17.33029558733649,6.0618989934975725e-12
17.936237390528277,4.199411234979421e-12
18.56336552992564,3.799357365039398e-12
19.21242077112597,3.4374143372862393e-12
19.88416978008356,3.1099515499402016e-12
20.579406028697804,2.8136842678706836e-12
21.298950732064377,3.1099515499402016e-12
22.043653818497056,2.381286194765587e-12
22.814394933465476,2.632024060704872e-12
23.61208447863487,2.015337685941735e-12
24.437664687235348,1.8852212170408647e-12
25.292110737030363,1.7635054720471387e-12
26.176431902199706,1.649648074098014e-12
27.091672745497064,1.543141663868093e-12
28.03891435209053,1.4435116387279174e-12
29.019275606543747,1.543141663868093e-12
30.033914514445435,1.492495545051832e-12
31.084029570249168,1.221677348996788e-12
32.170861172938466,1.1815817326180997e-12
