tau_ps,BR
251.18864315095823,7.207552431950908e-05
261.9279344815627,5.704369838933326e-05
273.1263722800847,3.923552410357696e-05
284.8035868435805,2.457645208876074e-05
296.980047740645,4.514685889079891e-05
309.67709969353547,3.253983525933228e-05
322.9169999943897,9.642699783089782e-06
336.72295752114223,6.32928135568411e-06
351.11917342151344,1.1626868321482081e-05
366.13088353640325,7.99713702227149e-06
381.7844026370508,6.040019972711546e-06
398.1071705534969,4.154417681826257e-06
415.1278002752295,1.7898707481630568e-06
432.87612810830615,2.483326711892646e-06
451.3832659768975,1.0210084711410369e-06
470.6816559609249,1.4165813995537909e-06
490.8051271653861,1.174836488770448e-06
511.78895502107383,8.467695591782142e-07
533.6699231206312,4.3988672687303706e-07
556.4863876983289,3.481454489596345e-07
580.2783448666186,4.830286733903083e-07
605.0875007272948,4.005980247941049e-07
630.957344480193,3.3223447449312123e-07
657.9332246575682,1.6470405399272756e-07
686.0624286177782,2.180722735776209e-07
715.3942654376493,1.8085742497312253e-07
745.980152348794,1.3659669154206388e-07
777.8737048694303,1.1328595555432805e-07
811.1308307896873,7.43587068435221e-08
845.8098281751346,6.462249880388516e-08
881.9714875603578,7.791980473306312e-08
919.6791985117064,6.462249880388516e-08
958.999060745997,5.61611078100929e-08
1000.0,5.1145050497205655e-08
1042.7538888537688,4.241695645802726e-08
1087.3356727196556,2.7841668590104335e-08
1133.8235012178498,3.203637295129781e-08
1182.2988651687062,3.057224376750114e-08
1232.8467394420659,2.006702861561781e-08
1285.5557319139032,2.309038377760133e-08
1340.5182387914729,1.6642515175093062e-08
1397.8306065792133,1.9149923477877183e-08
1457.5933009692972,1.6642515175093062e-08
1519.9110829529332,1.588191745709685e-08
1584.893192461114,1.4463416090052492e-08
1652.653539856688,1.2569638831218286e-08
1723.3109056135083,1.1995180072402238e-08
1796.9891485325957,1.0923824590508423e-08
1873.817422860383,1.0424582981417594e-08
1953.9304046896111,9.493506160879104e-09
2037.4685280397102,7.513572841979059e-09
2124.5782310305676,7.513572841979059e-09
2215.412212581185,7.873403849352411e-09
2310.1297000831582,7.170186863508673e-09
2408.8967285183035,6.8424943417585396e-09
2511.886431509582,6.231353551989443e-09
2619.279344815627,5.16794977656246e-09
2731.2637228008466,5.94656767426563e-09
2848.035868435799,5.415447020984669e-09
2969.8004774064498,5.16794977656246e-09
3096.7709969353546,4.931763673355229e-09
3229.1699999438965,4.931763673355229e-09
3367.2295752114223,4.491280744798762e-09
3511.1917342151346,3.903211834619951e-09
3661.3088353640323,3.903211834619951e-09
3817.844026370508,3.903211834619951e-09
3981.071705534969,3.5545945257698773e-09
4151.278002752295,3.903211834619951e-09
4328.7612810830615,3.7248268980263066e-09
4513.832659768975,3.7248268980263066e-09
4706.816559609249,3.7248268980263066e-09
4908.0512716538515,3.5545945257698773e-09
5117.889550210738,3.237114145474874e-09
5336.699231206313,3.392142128625689e-09
5564.863876983289,3.392142128625689e-09
5802.783448666185,3.237114145474874e-09
6050.875007272948,3.08917126508464e-09
6309.57344480193,3.237114145474874e-09
6579.332246575683,3.237114145474874e-09
6860.624286177782,3.237114145474874e-09
7153.942654376493,2.947989683454524e-09
7459.801523487941,3.08917126508464e-09
7778.737048694303,3.08917126508464e-09
8111.308307896872,3.237114145474874e-09
8458.098281751329,3.237114145474874e-09
8819.714875603579,2.947989683454524e-09
9196.791985117065,3.237114145474874e-09
9589.99060745997,3.237114145474874e-09
10000.0,3.392142128625689e-09
10427.538888537687,3.08917126508464e-09
10873.356727196557,3.392142128625689e-09
11338.235012178497,3.237114145474874e-09
11822.988651687061,3.392142128625689e-09
12328.467394420659,3.392142128625689e-09
12855.557319139032,3.5545945257698773e-09
13405.182387914729,3.5545945257698773e-09
13978.306065792132,3.7248268980263066e-09
14575.93300969297,3.392142128625689e-09
15199.11082952933,3.7248268980263066e-09
15848.93192461114,3.7248268980263066e-09
16526.53539856688,3.5545945257698773e-09
17233.109056135083,3.903211834619951e-09
17969.891485325956,3.903211834619951e-09
18738.17422860383,4.090139768371498e-09
19539.30404689611,4.090139768371498e-09
20374.68528039706,4.286019830241407e-09
21245.782310305673,4.286019830241407e-09
22154.12212581185,4.491280744798762e-09
23101.29700083158,4.706371768574849e-09
24088.967285183036,4.706371768574849e-09
25118.864315095823,4.931763673355229e-09
26192.793448156273,4.491280744798762e-09
27312.63722800847,5.16794977656246e-09
28480.35868435799,4.706371768574849e-09
29698.0047740645,5.415447020984669e-09
30967.709969353546,5.6747971062131846e-09
32291.699999438966,5.6747971062131846e-09
33672.29575211422,5.6747971062131846e-09
35111.917342151275,6.231353551989443e-09
36613.08835364033,6.231353551989443e-09
38178.44026370508,6.231353551989443e-09
39810.71705534969,5.94656767426563e-09
41512.780027522946,6.529778052965103e-09
43287.612810830615,7.170186863508673e-09
45138.32659768975,6.529778052965103e-09
47068.165596092396,7.513572841979059e-09
49080.512716538615,6.8424943417585396e-09
51178.895502107385,7.873403849352411e-09
53366.99231206302,7.513572841979059e-09
55648.63876983301,8.250467451203841e-09
58027.83448666185,9.059633092669193e-09
60508.75007272936,9.059633092669193e-09
63095.73444801943,9.059633092669193e-09
