tau_ps,BR
51.17889550210738,7.207552431950908e-05
53.366992312063125,4.111454470535139e-05
55.64863876983289,2.5753438017925217e-05
58.02783448666185,4.730897803918262e-05
60.508750072729484,3.1052696796075185e-05
63.0957344480193,1.6904057863283446e-05
65.79332246575683,2.8574717224523493e-06
68.60624286177796,5.763978439351775e-06
71.53942654376493,1.4844226147450356e-06
74.59801523487941,2.3698334922541058e-06
77.78737048694303,1.2900587263800433e-06
81.11308307896873,3.1705066480566965e-07
84.58098281751346,5.061613025391418e-07
88.19714875603577,1.2439649001037973e-07
91.96791985117063,9.39532837946163e-08
95.8999060745997,1.3659669154206388e-07
100.0,4.241695645802726e-08
104.27538888537687,2.9175028346698302e-08
108.73356727196557,2.006702861561781e-08
113.38235012178497,3.8628464867883255e-08
118.22988651687085,2.4196200707851936e-08
123.28467394420659,1.9149923477877183e-08
128.55557319139032,1.1446975279194246e-08
134.05182387914726,9.059633092669193e-09
139.7830606579213,6.8424943417585396e-09
145.75933009692972,2.333166993172021e-09
151.99110829529332,3.5545945257698773e-09
158.48931924611142,2.813260395103471e-09
165.26535398566878,1.053351610094064e-09
172.33109056135083,1.5314456201859823e-09
179.69891485325957,1.053351610094064e-09
187.3817422860383,4.983298818947793e-10
195.39304046896112,6.296468941495128e-10
203.74685280397102,4.983298818947793e-10
212.45782310305674,2.470452589214563e-10
221.5412212581185,3.59173875216454e-10
231.0129700083158,2.7127425401639314e-10
240.88967285183034,2.0488606207175421e-10
251.18864315095823,1.6215572261658597e-10
261.9279344815627,1.3448324244050685e-10
273.1263722800847,1.0643587532140072e-10
284.8035868435805,8.82721953579171e-11
296.980047740645,5.035372488161347e-11
309.67709969353547,6.666958706748224e-11
322.9169999943897,5.529217283440862e-11
336.72295752114223,4.5856356867121804e-11
351.11917342151344,3.629271122282616e-11
366.13088353640325,3.0099224396434525e-11
381.7844026370508,2.741089717973321e-11
398.1071705534969,2.0702704727260656e-11
415.1278002752295,1.9756547862974238e-11
432.87612810830615,1.237515907043613e-11
451.3832659768975,1.1269865575099335e-11
470.6816559609249,1.2967815327102911e-11
490.8051271653861,1.1269865575099335e-11
511.78895502107383,1.026329191874646e-11
533.6699231206312,7.059248415339832e-12
556.4863876983289,6.428748127542989e-12
580.2783448666186,5.331658229969169e-12
605.0875007272948,5.087990308372841e-12
630.957344480193,5.854561286946568e-12
657.9332246575682,4.026856374600241e-12
686.0624286177782,4.633553920107251e-12
715.3942654376493,4.219705744173738e-12
745.980152348794,3.187028920824432e-12
777.8737048694303,2.7697331135320394e-12
811.1308307896873,2.643150522893108e-12
845.8098281751346,2.9023778455867103e-12
881.9714875603578,2.7697331135320394e-12
919.6791985117064,2.4070762176238375e-12
958.999060745997,2.297067804898601e-12
1000.0,2.192087006497216e-12
1042.7538888537688,1.9050645979290534e-12
1087.3356727196556,1.8179991651759116e-12
1133.8235012178498,1.5077508122552294e-12
1182.2988651687062,1.7349128046225954e-12
1232.8467394420659,1.3730852975827184e-12
1285.5557319139032,1.3103324304248416e-12
1340.5182387914729,1.3730852975827184e-12
1397.8306065792133,1.3730852975827184e-12
1457.5933009692972,1.3103324304248416e-12
1519.9110829529332,1.250447500418041e-12
1584.893192461114,1.1387631591820537e-12
1652.653539856688,1.1387631591820537e-12
1723.3109056135083,1.1387631591820537e-12
1796.9891485325957,1.086719303364618e-12
1873.817422860383,1.0370539605035479e-12
1953.9304046896111,9.012665922665023e-13
2037.4685280397102,8.600768258055989e-13
2124.5782310305676,8.600768258055989e-13
2215.412212581185,9.44428969557275e-13
2310.1297000831582,9.012665922665023e-13
2408.8967285183035,9.012665922665023e-13
2511.886431509582,8.600768258055989e-13
2619.279344815627,8.600768258055989e-13
