tau_ps,BR
1042.7538888537688,5.194881205932167e-05
1087.3356727196556,3.573118372855782e-05
1133.8235012178498,6.263826634221039e-05
1182.2988651687062,1.945087092556465e-05
1232.8467394420659,1.4019317204311699e-05
1285.5557319139032,8.781457249796104e-06
1340.5182387914729,1.4690713507829205e-05
1397.8306065792133,1.010449638102284e-05
1457.5933009692972,3.964552113121285e-06
1519.9110829529332,2.7268792940561525e-06
1584.893192461114,2.1581706336911548e-06
1652.653539856688,3.44545077588907e-06
1723.3109056135083,2.602255212510219e-06
1796.9891485325957,2.0595377262392468e-06
1873.817422860383,7.711399142999686e-07
1953.9304046896111,1.2311003470099446e-06
2037.4685280397102,8.87322030006717e-07
2124.5782310305676,7.022651688183907e-07
2215.412212581185,5.82420992807237e-07
2310.1297000831582,4.3988672687303706e-07
2408.8967285183035,2.3945973946108377e-07
2511.886431509582,3.0256078694746747e-07
2619.279344815627,2.5092765773216645e-07
2731.2637228008466,1.2439649001037973e-07
2848.035868435799,1.031677640163829e-07
2969.8004774064498,1.303539373201411e-07
3096.7709969353546,7.791980473306312e-08
3229.1699999438965,9.845278163204545e-08
3367.2295752114223,8.96594224100473e-08
3511.1917342151346,7.43587068435221e-08
3661.3088353640323,4.241695645802726e-08
3817.844026370508,3.8628464867883255e-08
3981.071705534969,4.444833839748595e-08
4151.278002752295,4.047841291776939e-08
4328.7612810830615,2.6569246160438635e-08
4513.832659768975,2.7841668590104335e-08
4706.816559609249,2.006702861561781e-08
4908.0512716538515,1.8274731961220265e-08
5117.889550210738,2.203510499166493e-08
5336.699231206313,1.9149923477877183e-08
5564.863876983289,1.7439538525585086e-08
5802.783448666185,1.1995180072402238e-08
6050.875007272948,1.3802407753464805e-08
6309.57344480193,1.2569638831218286e-08
6579.332246575683,1.1995180072402238e-08
6860.624286177782,8.645588930253183e-09
7153.942654376493,7.873403849352411e-09
7459.801523487941,7.513572841979059e-09
7778.737048694303,8.250467451203841e-09
8111.308307896872,7.873403849352411e-09
