ctau_m,BR
0.3953802078431885,7.656988080124189e-08
0.40920440344790215,5.4844165761210154e-08
0.42351195249400314,7.916819159263e-08
0.43831975510038296,2.9091634056238775e-08
0.4536453022869057,4.1994112349794215e-08
0.46950669663485184,3.0078825180430956e-08
0.48592267366974007,1.2216773489967906e-08
0.5029126239917862,1.6496480740980205e-08
0.5204966161801349,1.2631335639768367e-08
0.5386954204979262,9.671798642975423e-09
0.5575305334261901,4.341913422721444e-09
0.5770242030555529,3.4374143372862395e-09
0.5971994553657489,4.489251258218607e-09
0.6180801214239726,3.554059037181068e-09
0.6396908655342066,2.8136842678706836e-09
0.6620572143707696,2.3031320587070007e-09
0.6852055871304988,1.8852212170408646e-09
0.7091633267391836,1.0339338492393972e-09
0.7339587321491081,1.2631335639768367e-09
0.7596210917658575,1.0690192046030013e-09
0.7861807180438682,6.267602560047373e-10
0.8136689832915901,5.304417279843926e-10
0.8421183567285442,4.6415888336127727e-10
0.8715624428380667,5.484416576121026e-10
0.9020360210610162,4.6415888336127727e-10
0.9335750868773576,3.109951549940202e-10
0.9662168943241256,2.721338768375309e-10
1.0,3.109951549940202e-10
1.0349643086084794,2.1544346900318779e-10
1.071151120093427,2.4620924014946207e-10
1.108603178422691,2.1544346900318779e-10
1.1473647220774033,1.9491940296028505e-10
1.1874815363065987,1.7635054720471387e-10
1.229001007208894,1.3059965479060547e-10
1.2719721777050768,1.4435116387279174e-10
1.3164458054677555,1.1052951411260199e-10
1.3624744228764685,1.221677348996788e-10
1.4101123990690798,1.1052951411260199e-10
1.4594160041627746,1.0339338492393973e-10
1.5104434757204745,9.671798642975423e-11
1.563255087541228,7.656988080124188e-11
1.6179132208557951,7.162629115692776e-11
1.6744824380115346,7.656988080124188e-11
1.733029558733649,6.480286440412508e-11
1.7936237390528278,6.927550656129393e-11
1.856336552992564,5.862946645916391e-11
1.921242077112597,6.267602560047373e-11
1.988416978008356,5.862946645916391e-11
2.0579406028697806,5.130325584896987e-11
2.1298950732064377,5.4844165761210266e-11
2.2043653818497058,5.130325584896987e-11
2.2814394933465474,4.961947603002898e-11
2.361208447863487,4.799095809323878e-11
2.4437664687235348,4.641588833612773e-11
2.529211073703036,4.199411234979421e-11
2.6176431902199706,4.3419134227214444e-11
2.7091672745497064,4.3419134227214444e-11
2.803891435209053,3.928284185071255e-11
2.901927560654375,4.061585988376988e-11
3.0033914514445437,3.799357365039398e-11
3.1084029570249165,3.928284185071255e-11
3.2170861172938463,3.674661940736688e-11
3.32956930911896,3.799357365039398e-11
3.4459853979763175,3.799357365039398e-11
3.566471894891472,3.554059037181068e-11
3.6911711188679224,3.674661940736688e-11
3.8202303649947273,3.674661940736688e-11
3.9538020784318832,3.674661940736688e-11
4.092044034479024,3.674661940736688e-11
4.235119524940031,3.674661940736688e-11
4.3831975510038275,3.554059037181068e-11
4.536453022869057,3.554059037181068e-11
4.695066966348516,3.554059037181068e-11
4.859226736697403,3.554059037181068e-11
5.029126239917861,3.554059037181068e-11
5.204966161801346,3.554059037181068e-11
5.386954204979261,3.4374143372862396e-11
5.5753053342618974,3.674661940736688e-11
5.770242030555533,3.674661940736688e-11
5.97199455365749,3.674661940736688e-11
6.180801214239723,3.554059037181068e-11
6.396908655342066,3.799357365039398e-11
6.620572143707693,3.799357365039398e-11
6.852055871304992,3.928284185071255e-11
7.861807180438682,4.061585988376988e-11
8.1366898329159,4.199411234979421e-11
8.421183567285443,4.199411234979421e-11
8.715624428380657,4.3419134227214444e-11
9.020360210610162,4.3419134227214444e-11
9.335750868773577,4.489251258218589e-11
9.662168943241257,4.199411234979421e-11
10.0,4.641588833612773e-11
10.349643086084784,4.3419134227214444e-11
11.874815363065988,4.961947603002898e-11
12.29001007208894,4.799095809323878e-11
12.719721777050767,5.304417279843926e-11
13.164458054677555,5.4844165761210266e-11
13.624744228764685,5.130325584896987e-11
14.1011239906908,5.304417279843926e-11
14.594160041627747,5.862946645916391e-11
15.104434757204745,5.862946645916391e-11
15.63255087541228,5.670523941381169e-11
16.179132208557952,6.267602560047373e-11
16.744824380115347,6.267602560047373e-11
17.33029558733649,6.061898993497572e-11
19.88416978008356,7.162629115692776e-11
20.579406028697804,6.927550656129393e-11
21.298950732064377,7.656988080124188e-11
22.043653818497056,7.916819159262985e-11
22.814394933465476,8.18546730706902e-11
23.61208447863487,7.656988080124188e-11
24.437664687235348,7.916819159262985e-11
25.292110737030363,8.18546730706902e-11
26.176431902199706,9.047357242349275e-11
27.091672745497064,9.354368899026163e-11
28.03891435209053,9.671798642975423e-11
29.019275606543747,1e-10
30.033914514445435,9.354368899026163e-11
31.084029570249168,9.671798642975423e-11
32.170861172938466,1.0690192046030012e-10
33.2956930911896,1.1052951411260199e-10
34.459853979763174,1.1428020598100333e-10
35.66471894891472,1.1815817326180996e-10
36.91171118867923,1.1052951411260199e-10
38.202303649947275,1.1428020598100333e-10
39.53802078431883,1.1815817326180996e-10
40.92044034479024,1.221677348996788e-10
42.35119524940031,1.2631335639768367e-10
43.831975510038276,1.3961353908567904e-10
45.36453022869057,1.4435116387279174e-10
46.95066966348516,1.492495545051826e-10
48.592267366974035,1.5431416638680932e-10
50.29126239917861,1.5955064004448258e-10
52.04966161801346,1.6496480740980206e-10
53.869542049792614,1.705626983142525e-10
55.753053342618976,1.5955064004448258e-10
57.70242030555533,1.6496480740980206e-10
59.7199455365749,1.705626983142525e-10
61.80801214239723,1.7635054720471387e-10
63.96908655342066,1.8233480008684387e-10
66.20572143707693,1.8852212170408646e-10
68.52055871304991,1.9491940296028505e-10
70.91633267391836,2.015337685941735e-10
73.39587321491076,2.083725851142958e-10
75.96210917658574,2.1544346900318779e-10
78.6180718043869,2.2275429519995565e-10
81.36689832915893,2.4620924014946207e-10
84.21183567285442,2.545640673860415e-10
87.15624428380667,2.632024060704872e-10
90.20360210610153,2.721338768375309e-10
93.35750868773576,2.8136842678706834e-10
96.62168943241257,2.909163405623883e-10
100.0000000000001,3.007882518043096e-10
103.49643086084785,3.109951549940202e-10
107.1151120093427,3.215484176977703e-10
110.86031784226921,3.3245979322709317e-10
114.7364722077402,3.4374143372862394e-10
118.74815363065987,3.554059037181068e-10
122.9001007208894,3.674661940736688e-10
127.19721777050754,3.799357365039398e-10
131.64458054677553,3.9282841850712544e-10
136.24744228764683,4.0615859883769713e-10
141.01123990690814,4.199411234979421e-10
145.9416004162773,4.3419134227214443e-10
151.04434757204746,4.4892512582186077e-10
156.32550875412295,4.6415888336127727e-10
161.79132208557937,4.799095809323878e-10
167.44824380115347,4.4892512582186077e-10
173.3029558733649,4.6415888336127727e-10
179.3623739052826,4.799095809323878e-10
185.6336552992564,5.484416576121026e-10
192.12420771125971,5.670523941381169e-10
198.84169780083582,5.862946645916391e-10
205.79406028697784,6.061898993497573e-10
212.98950732064378,6.267602560047373e-10
220.43653818497077,6.480286440412508e-10
228.1439493346545,6.061898993497573e-10
236.1208447863487,6.927550656129393e-10
244.3766468723535,6.480286440412508e-10
252.92110737030336,6.700187503509577e-10
261.76431902199704,7.656988080124188e-10
270.91672745497067,7.916819159262985e-10
280.3891435209056,8.185467307069021e-10
290.1927560654372,8.463231720621151e-10
300.33914514445433,8.750421749906794e-10
310.84029570249197,9.047357242349274e-10
321.7086117293843,9.354368899026163e-10
332.956930911896,9.671798642975424e-10
344.59853979763176,1e-09
356.64718948914685,1.0339338492393972e-09
369.11711188679226,1.0690192046030013e-09
382.0230364994727,1.1052951411260198e-09
395.3802078431887,1.1428020598100333e-09
409.20440344790194,1.1815817326180997e-09
423.51195249400314,1.2216773489967882e-09
438.3197551003832,1.2631335639768367e-09
453.64530228690523,1.3059965479060547e-09
469.5066966348516,1.3503140378698723e-09
485.92267366974033,1.3961353908567902e-09
502.9126239917856,1.4435116387279176e-09
520.4966161801347,1.492495545051826e-09
538.6954204979262,1.543141663868093e-09
557.5305334261903,1.5955064004448258e-09
577.0242030555527,1.6496480740980207e-09
597.1994553657489,1.7056269831425251e-09
618.080121423973,1.7635054720471388e-09
639.690865534206,1.8233480008684386e-09
662.0572143707693,1.8852212170408646e-09
685.2055871304991,1.9491940296028502e-09
709.1633267391829,2.0153376859417353e-09
733.9587321491077,2.0837258511429578e-09
759.6210917658575,2.154434690031878e-09
786.1807180438691,2.2275429519995566e-09
813.6689832915893,2.3031320587070007e-09
842.1183567285442,2.381286194765587e-09
871.5624428380667,2.4620924014946203e-09
902.0360210610153,2.545640673860415e-09
933.5750868773576,2.632024060704872e-09
966.2168943241256,2.545640673860415e-09
1000.000000000001,2.632024060704872e-09
1034.9643086084784,2.7213387683753086e-09
1071.151120093427,2.8136842678706836e-09
1108.603178422692,2.9091634056238833e-09
1147.3647220774021,3.0078825180430956e-09
1187.4815363065986,3.1099515499402015e-09
1229.001007208894,3.2154841769777026e-09
1271.9721777050754,3.3245979322709313e-09
1316.4458054677555,3.4374143372862395e-09
1362.4744228764685,3.554059037181068e-09
1410.1123990690814,3.674661940736688e-09
1459.416004162773,3.799357365039398e-09
1510.4434757204745,3.9282841850712545e-09
1563.2550875412296,4.0615859883769715e-09
1617.9132208557935,4.199411234979421e-09
1674.4824380115347,4.341913422721444e-09
1733.029558733649,4.489251258218607e-09
1793.6237390528258,4.641588833612773e-09
1856.3365529925638,4.799095809323878e-09
1921.2420771125971,4.961947603002898e-09
1988.4169780083582,5.130325584896987e-09
2057.9406028697786,5.304417279843926e-09
2129.8950732064377,6.061898993497572e-09
2204.365381849708,6.2676025600473734e-09
2281.439493346545,6.480286440412508e-09
2361.208447863487,6.700187503509577e-09
2443.766468723535,6.9275506561293925e-09
2529.211073703034,7.162629115692775e-09
2617.6431902199706,7.405684692262442e-09
2709.1672745497062,7.656988080124188e-09
2803.891435209056,7.916819159262985e-09
2901.927560654372,8.185467307069021e-09
3003.3914514445437,8.463231720621152e-09
3108.40295702492,8.750421749906793e-09
3217.086117293843,9.047357242349275e-09
3329.56930911896,9.354368899026163e-09
3445.9853979763175,9.671798642975423e-09
3566.4718948914683,1e-08
3691.1711188679224,1.0339338492393973e-08
3820.230364994727,1.0690192046030012e-08
3953.8020784318874,1.1052951411260199e-08
4092.0440344790195,1.1428020598100308e-08
4235.119524940032,1.1815817326180995e-08
4383.197551003832,1.2216773489967906e-08
4536.453022869053,1.2631335639768367e-08
4695.066966348516,1.3059965479060521e-08
4859.226736697403,1.3503140378698721e-08
5029.126239917856,1.396135390856793e-08
5204.966161801346,1.4435116387279175e-08
5386.954204979262,1.492495545051829e-08
5575.305334261903,1.5431416638680932e-08
5770.242030555527,1.5955064004448257e-08
5971.99455365749,1.6496480740980205e-08
6180.801214239729,1.705626983142525e-08
6396.908655342059,1.7635054720471352e-08
6620.572143707693,1.8233480008684387e-08
6852.055871304991,1.8852212170408686e-08
7091.633267391829,1.8233480008684387e-08
7339.587321491077,1.8852212170408686e-08
7596.2109176585745,1.9491940296028503e-08
7861.807180438691,2.015337685941731e-08
8136.689832915893,2.083725851142958e-08
8421.183567285441,2.1544346900318822e-08
8715.624428380666,2.2275429519995565e-08
9020.360210610153,2.3031320587069962e-08
9335.750868773575,2.381286194765587e-08
9662.168943241257,2.4620924014946255e-08
9999.999999999989,2.545640673860415e-08
10349.643086084796,2.9091634056238775e-08
10711.511200934281,2.7213387683753087e-08
11086.031784226932,2.8136842678706836e-08
11473.647220774008,3.215484176977702e-08
11874.815363065974,3.3245979322709384e-08
12290.010072088928,3.437414337286239e-08
12719.721777050767,3.554059037181061e-08
13164.458054677567,3.6746619407366876e-08
13624.744228764699,3.799357365039406e-08
14101.12399069077,3.9282841850712545e-08
14594.160041627718,4.0615859883769715e-08
15104.43475720473,4.1994112349794215e-08
15632.55087541228,4.341913422721444e-08
16179.132208557952,4.489251258218599e-08
16744.824380115362,4.641588833612773e-08
17330.29558733651,4.799095809323868e-08
17936.23739052824,4.961947603002898e-08
18563.36552992562,5.130325584896998e-08
19212.42077112595,5.304417279843926e-08
19884.16978008356,5.4844165761210154e-08
20579.406028697806,5.670523941381169e-08
21298.9507320644,5.8629466459164025e-08
22043.6538184971,6.061898993497573e-08
22814.394933465428,6.267602560047386e-08
23612.084478634846,6.480286440412508e-08
24437.664687235323,6.700187503509577e-08
25292.11073703036,6.927550656129378e-08
26176.431902199733,7.162629115692776e-08
27091.672745497093,7.405684692262427e-08
28038.914352090585,7.656988080124189e-08
29019.275606543688,7.916819159263e-08
30033.914514445405,8.185467307069021e-08
31084.029570249168,8.463231720621133e-08
32170.861172938465,8.185467307069021e-08
33295.693091189634,8.463231720621133e-08
34459.85397976321,8.750421749906794e-08
35664.71894891465,9.047357242349293e-08
