tau_ps,BR
490.8051271653861,7.914434050657721e-05
533.6699231206312,4.514685889079891e-05
580.2783448666186,2.135851755802882e-05
605.0875007272948,1.5394263516823744e-05
630.957344480193,1.0588408787044866e-05
657.9332246575682,8.781457249796104e-06
686.0624286177782,6.040019972711546e-06
715.3942654376493,1.010449638102284e-05
745.980152348794,6.632395697431186e-06
777.8737048694303,4.780333973868098e-06
811.1308307896873,2.0595377262392468e-06
845.8098281751346,3.1377186239694126e-06
881.9714875603578,1.174836488770448e-06
919.6791985117064,1.6300075509162075e-06
958.999060745997,1.351840669650838e-06
1000.0,1.069905382694853e-06
1042.7538888537688,4.6095325372914815e-07
1087.3356727196556,3.8228985801242833e-07
1133.8235012178498,3.3223447449312123e-07
1182.2988651687062,4.1978298431270714e-07
1232.8467394420659,2.2851592901717657e-07
1285.5557319139032,2.629447837730739e-07
1340.5182387914729,2.180722735776209e-07
1397.8306065792133,1.2439649001037973e-07
1457.5933009692972,1.0810855067477022e-07
1519.9110829529332,1.3659669154206388e-07
1584.893192461114,1.0810855067477022e-07
1652.653539856688,6.462249880388516e-08
1723.3109056135083,6.166911557999556e-08
1796.9891485325957,7.096035856843824e-08
1873.817422860383,4.444833839748595e-08
1953.9304046896111,3.8628464867883255e-08
2037.4685280397102,3.203637295129781e-08
2124.5782310305676,2.9175028346698302e-08
2215.412212581185,2.7841668590104335e-08
2310.1297000831582,2.309038377760133e-08
2408.8967285183035,2.203510499166493e-08
2511.886431509582,1.9149923477877183e-08
2619.279344815627,1.6642515175093062e-08
2731.2637228008466,1.9149923477877183e-08
2848.035868435799,1.8274731961220265e-08
2969.8004774064498,1.6642515175093062e-08
3096.7709969353546,1.3802407753464805e-08
3229.1699999438965,1.0923824590508423e-08
3367.2295752114223,9.948157757026332e-09
3511.1917342151346,9.059633092669193e-09
3661.3088353640323,1.0424582981417594e-08
3817.844026370508,9.948157757026332e-09
3981.071705534969,9.059633092669193e-09
4151.278002752295,7.513572841979059e-09
4328.7612810830615,7.513572841979059e-09
4513.832659768975,7.170186863508673e-09
4706.816559609249,6.8424943417585396e-09
4908.0512716538515,5.415447020984669e-09
5117.889550210738,5.16794977656246e-09
5336.699231206313,4.931763673355229e-09
5564.863876983289,4.706371768574849e-09
5802.783448666185,5.16794977656246e-09
6050.875007272948,4.931763673355229e-09
6309.57344480193,4.286019830241407e-09
6579.332246575683,4.090139768371498e-09
6860.624286177782,4.491280744798762e-09
7153.942654376493,4.090139768371498e-09
7459.801523487941,4.090139768371498e-09
7778.737048694303,3.5545945257698773e-09
8111.308307896872,3.7248268980263066e-09
8458.098281751329,3.7248268980263066e-09
8819.714875603579,3.5545945257698773e-09
9196.791985117065,3.5545945257698773e-09
9589.99060745997,3.08917126508464e-09
10000.0,3.08917126508464e-09
10427.538888537687,3.392142128625689e-09
10873.356727196557,2.947989683454524e-09
11338.235012178497,2.947989683454524e-09
11822.988651687061,3.237114145474874e-09
12328.467394420659,3.237114145474874e-09
12855.557319139032,3.08917126508464e-09
13405.182387914729,2.813260395103471e-09
13978.306065792132,2.813260395103471e-09
