ma,BR
0.0017543859649122792,5.2806705745826476e-11
0.0021929824561403508,5.3838436220335e-11
0.0026315789473684154,5.4890324509215684e-11
0.003070175438596487,5.596276445319564e-11
0.0035087719298245584,5.65068164710333e-11
0.00394736842105263,5.761083922244746e-11
0.0043859649122807015,5.87364322252359e-11
0.004824561403508766,5.930744895010571e-11
0.005263157894736838,6.046619009070447e-11
0.005701754385964909,6.164757056337173e-11
0.006140350877192981,6.28520326924011e-11
0.006578947368421052,6.408002744416009e-11
0.007017543859649117,6.470299288510513e-11
0.007456140350877188,6.596715145376848e-11
0.00789473684210526,6.725600898635091e-11
0.008333333333333331,6.790985029955721e-11
0.008771929824561403,6.923666402678734e-11
0.009210526315789468,7.058940086618752e-11
0.00964912280701754,7.196856730011528e-11
0.01008771929824561,7.337467970651388e-11
0.010526315789473682,7.408800477082352e-11
0.010964912280701754,7.480826455225093e-11
0.011403508771929825,7.626985859023451e-11
0.011842105263157897,7.701132965356831e-11
0.012280701754385968,7.776000906038043e-11
0.012719298245614026,7.927927389450605e-11
0.013157894736842098,7.927927389450605e-11
0.01359649122807017,8.082822192522723e-11
0.01403508771929824,8.161400793251835e-11
0.014473684210526312,8.240743309893666e-11
0.014912280701754384,8.401749869294344e-11
0.015350877192982455,8.483428982440725e-11
0.015789473684210527,8.565902153685499e-11
0.0162280701754386,8.733261623828438e-11
0.01666666666666667,8.81816358775343e-11
0.017105263157894728,8.903890941296736e-11
0.0175438596491228,8.990451708631065e-11
0.01798245614035087,9.077853991937558e-11
0.018421052631578942,9.255215909791354e-11
0.018859649122807014,9.345192145605374e-11
0.019298245614035085,9.43604310147889e-11
0.019736842105263157,9.62040327106476e-11
0.02017543859649123,9.713929741087739e-11
0.0206140350877193,9.808365445406671e-11
0.02105263157894737,9.903719223305289e-11
0.02149122807017543,1e-10
0.0219298245614035,1.00972167874753e-10
0.022368421052631572,1.0195378685327301e-10
0.022807017543859644,1.0394574653722627e-10
0.023245614035087715,1.0394574653722627e-10
0.023684210526315787,1.0597662486760708e-10
0.02412280701754386,1.0597662486760708e-10
0.02456140350877193,1.0804718223181285e-10
0.025,1.0909758222704681e-10
0.025438596491228073,1.1015819387358995e-10
0.025877192982456144,1.1122911644583757e-10
0.026315789473684202,1.1231045018329516e-10
0.026754385964912274,1.1340229629996809e-10
0.027192982456140345,1.1450475699382813e-10
0.027631578947368417,1.1674193588234574e-10
0.02807017543859649,1.1674193588234574e-10
0.02850877192982456,1.1902282447787144e-10
0.02894736842105263,1.1902282447787144e-10
0.029385964912280703,1.2134827677491431e-10
0.029824561403508774,1.2134827677491431e-10
0.030263157894736846,1.2371916345321596e-10
0.030701754385964904,1.2371916345321596e-10
0.031140350877192975,1.2371916345321596e-10
0.03157894736842105,1.2371916345321596e-10
0.03201754385964912,1.2371916345321596e-10
0.03245614035087719,1.2492192141522178e-10
0.03289473684210526,1.2613637220374424e-10
0.03333333333333333,1.2613637220374424e-10
0.033771929824561404,1.2613637220374424e-10
0.034210526315789476,1.2613637220374424e-10
0.03464912280701755,1.2613637220374424e-10
0.035087719298245605,1.2613637220374424e-10
0.03552631578947368,1.2736262949268842e-10
0.03596491228070175,1.286008080610565e-10
0.03640350877192982,1.286008080610565e-10
0.03684210526315789,1.286008080610565e-10
0.03728070175438596,1.286008080610565e-10
0.037719298245614034,1.286008080610565e-10
0.038157894736842106,1.286008080610565e-10
0.03859649122807018,1.311133937421563e-10
0.03903508771929825,1.311133937421563e-10
0.03947368421052631,1.311133937421563e-10
0.03991228070175438,1.311133937421563e-10
0.04035087719298245,1.323880360356165e-10
0.04078947368421052,1.3497461607898673e-10
0.04122807017543859,1.3628679593557727e-10
0.041666666666666664,1.389495494373136e-10
0.042105263157894736,1.4166432746690192e-10
0.04254385964912281,1.444321464727279e-10
0.04298245614035088,1.4725404276241268e-10
0.04342105263157895,1.4868559926042391e-10
0.04385964912280702,1.5159059895148426e-10
0.04429824561403508,1.545523561445962e-10
0.04473684210526315,1.5605486450070781e-10
0.04517543859649122,1.5910384392721565e-10
0.045614035087719294,1.6221239391291763e-10
0.046052631578947366,1.6538167833956765e-10
0.04649122807017544,1.686128838286884e-10
0.04692982456140351,1.702520841179655e-10
0.04736842105263158,1.7357844695488562e-10
0.04780701754385965,1.7696979983160567e-10
0.048245614035087724,1.7869024337358322e-10
0.04868421052631578,1.8218146985669785e-10
0.04912280701754385,1.8574090746385756e-10
0.049561403508771924,1.893698888950364e-10
0.049999999999999996,1.912108821193294e-10
0.05043859649122807,1.9306977288832535e-10
0.05087719298245614,1.9684194472866154e-10
0.05131578947368421,1.9684194472866154e-10
0.05175438596491228,2.0068781676649705e-10
0.052192982456140354,2.0068781676649705e-10
0.052631578947368425,2.0460882894660153e-10
0.05307017543859648,2.0460882894660153e-10
0.053508771929824554,2.0860644934719611e-10
0.053947368421052626,2.0860644934719611e-10
0.0543859649122807,2.1268217472962126e-10
0.05482456140350877,2.1268217472962126e-10
0.05526315789473684,2.1474980250766867e-10
0.05570175438596491,2.1683753109874376e-10
0.056140350877192984,2.1894555591649327e-10
0.056578947368421055,2.210740742743128e-10
0.05701754385964913,2.2322328540381526e-10
0.057456140350877184,2.2539339047347936e-10
0.057894736842105256,2.275845926074791e-10
0.05833333333333333,2.297970969046965e-10
0.0587719298245614,2.32031110457919e-10
0.05921052631578947,2.3428684237322353e-10
0.05964912280701754,2.365645037895492e-10
0.060087719298245613,2.3886430789846003e-10
0.060526315789473685,2.4353120734334175e-10
0.06096491228070176,2.507030767509667e-10
0.06140350877192983,2.5560128050527805e-10
0.0618421052631579,2.6059518472058766e-10
0.06228070175438596,2.6568665917992104e-10
0.06271929824561404,2.735109953041211e-10
0.06315789473684211,2.788548171726292e-10
0.06359649122807018,2.8706694880974483e-10
0.06403508771929825,2.926756251156816e-10
0.06447368421052632,2.9839388300192644e-10
0.0649122807017544,3.0422386345898895e-10
0.06535087719298247,3.101677493077699e-10
0.06578947368421054,3.1930203076910273e-10
0.06622807017543861,3.2554051186850323e-10
0.06666666666666665,3.351275133188786e-10
0.06710526315789472,3.4167519061580363e-10
0.0675438596491228,3.4835079557095073e-10
0.06798245614035087,3.5515682761808797e-10
0.06842105263157894,3.6561601440852084e-10
