ctau_m,BR
3.1084029570249165,7.656988080124189e-08
3.2170861172938463,4.799095809323868e-08
3.32956930911896,7.916819159263e-08
3.4459853979763175,2.015337685941731e-08
3.566471894891472,1.3059965479060521e-08
3.6911711188679224,2.015337685941731e-08
3.8202303649947273,5.86294664591639e-09
3.9538020784318832,4.0615859883769715e-09
4.092044034479024,2.8136842678706836e-09
4.235119524940031,1.9491940296028502e-09
4.3831975510038275,1.3961353908567902e-09
4.536453022869057,1.0339338492393972e-09
4.695066966348516,7.656988080124188e-10
4.859226736697403,5.484416576121026e-10
5.029126239917861,7.656988080124188e-10
5.204966161801346,3.215484176977703e-10
5.386954204979261,4.199411234979421e-10
5.5753053342618974,1.8852212170408646e-10
5.770242030555533,2.4620924014946207e-10
5.97199455365749,1.1815817326180996e-10
6.180801214239723,1.492495545051826e-10
6.396908655342066,1.1815817326180996e-10
6.620572143707693,9.354368899026163e-11
6.852055871304992,7.405684692262442e-11
7.0916332673918365,4.061585988376988e-11
7.339587321491077,3.324597932270932e-11
7.596210917658575,4.061585988376988e-11
7.861807180438682,3.324597932270932e-11
8.1366898329159,2.7213387683753087e-11
8.421183567285443,2.3031320587070007e-11
8.715624428380657,1.4435116387279175e-11
9.020360210610162,1.705626983142525e-11
9.335750868773577,1.4435116387279175e-11
9.662168943241257,1.2631335639768368e-11
10.0,1.0690192046029968e-11
10.349643086084784,7.405684692262443e-12
10.71151120093427,8.185467307069021e-12
11.08603178422691,7.405684692262443e-12
11.473647220774032,6.480286440412508e-12
11.874815363065988,5.8629466459163905e-12
12.29001007208894,5.130325584896987e-12
12.719721777050767,3.928284185071255e-12
13.164458054677555,3.554059037181068e-12
13.624744228764685,3.928284185071255e-12
14.1011239906908,3.0078825180430958e-12
14.594160041627747,2.8136842678706836e-12
15.104434757204745,3.0078825180430958e-12
15.63255087541228,2.8136842678706836e-12
16.179132208557952,2.545640673860415e-12
16.744824380115347,2.381286194765587e-12
17.33029558733649,2.2275429519995566e-12
17.936237390528277,2.154434690031878e-12
18.56336552992564,2.015337685941735e-12
19.21242077112597,1.705626983142525e-12
19.88416978008356,1.7635054720471387e-12
20.579406028697804,1.705626983142525e-12
21.298950732064377,1.5955064004448257e-12
22.043653818497056,1.543141663868093e-12
22.814394933465476,1.492495545051832e-12
23.61208447863487,1.4435116387279174e-12
24.437664687235348,1.3961353908567903e-12
25.292110737030363,1.3503140378698722e-12
26.176431902199706,1.3059965479060548e-12
27.091672745497064,1.2631335639768368e-12
28.03891435209053,1.221677348996788e-12
29.019275606543747,1.1815817326180997e-12
30.033914514445435,1.1428020598100332e-12
31.084029570249168,1.1428020598100332e-12
32.170861172938466,1.1052951411260199e-12
33.2956930911896,1.0339338492393973e-12
40.92044034479024,1.0339338492393973e-12
42.35119524940031,1e-12
43.831975510038276,1e-12
45.36453022869057,1e-12
46.95066966348516,1e-12
48.592267366974035,1e-12
50.29126239917861,1e-12
52.04966161801346,1e-12
53.869542049792614,1e-12
55.753053342618976,1e-12
57.70242030555533,1e-12
59.7199455365749,1.0339338492393973e-12
61.80801214239723,1.0339338492393973e-12
63.96908655342066,1.0339338492393973e-12
66.20572143707693,1.0339338492393973e-12
68.52055871304991,1e-12
70.91633267391836,1.0690192046029967e-12
73.39587321491076,1.0690192046029967e-12
75.96210917658574,1.0339338492393973e-12
78.6180718043869,1.1052951411260199e-12
