ctau_m,BR
6.396908655342066,8.185467307069021e-08
6.620572143707693,4.961947603002898e-08
6.852055871304992,3.437414337286239e-08
7.0916332673918365,2.2275429519995565e-08
7.339587321491077,1.4435116387279175e-08
7.596210917658575,9.354368899026163e-09
7.861807180438682,6.2676025600473734e-09
8.1366898329159,4.341913422721444e-09
8.421183567285443,3.0078825180430956e-09
8.715624428380657,3.0078825180430956e-09
9.020360210610162,1.4435116387279176e-09
9.335750868773577,1.492495545051826e-09
9.662168943241257,7.656988080124188e-10
10.0,7.916819159262985e-10
10.349643086084784,5.670523941381169e-10
10.71151120093427,4.199411234979421e-10
11.08603178422691,3.215484176977703e-10
11.473647220774032,2.4620924014946207e-10
11.874815363065988,1.8852212170408646e-10
12.29001007208894,1.4435116387279174e-10
12.719721777050767,1.1428020598100333e-10
13.164458054677555,9.047357242349275e-11
13.624744228764685,7.162629115692776e-11
14.1011239906908,5.670523941381169e-11
14.594160041627747,4.641588833612773e-11
15.104434757204745,3.1099515499402016e-11
15.63255087541228,2.545640673860415e-11
16.179132208557952,2.1544346900318777e-11
16.744824380115347,1.8233480008684385e-11
17.33029558733649,1.5431416638680932e-11
17.936237390528277,1.3059965479060547e-11
18.56336552992564,1.1428020598100332e-11
19.21242077112597,1.1428020598100332e-11
19.88416978008356,1e-11
20.579406028697804,7.405684692262443e-12
21.298950732064377,7.405684692262443e-12
22.043653818497056,6.700187503509576e-12
22.814394933465476,5.304417279843926e-12
23.61208447863487,5.304417279843926e-12
24.437664687235348,4.199411234979421e-12
25.292110737030363,3.799357365039398e-12
26.176431902199706,3.799357365039398e-12
27.091672745497064,3.4374143372862393e-12
28.03891435209053,3.1099515499402016e-12
29.019275606543747,2.9091634056238714e-12
30.033914514445435,2.4620924014946203e-12
31.084029570249168,2.4620924014946203e-12
32.170861172938466,2.0837258511429577e-12
33.2956930911896,1.9491940296028506e-12
34.459853979763174,1.9491940296028506e-12
35.66471894891472,1.8233480008684386e-12
36.91171118867923,1.705626983142525e-12
38.202303649947275,1.543141663868093e-12
39.53802078431883,1.543141663868093e-12
40.92044034479024,1.3961353908567903e-12
42.35119524940031,1.3961353908567903e-12
43.831975510038276,1.3503140378698722e-12
45.36453022869057,1.221677348996788e-12
46.95066966348516,1.1815817326180997e-12
48.592267366974035,1.1815817326180997e-12
50.29126239917861,1.1428020598100332e-12
52.04966161801346,1.1052951411260199e-12
53.869542049792614,1.0690192046029967e-12
55.753053342618976,1.0339338492393973e-12
57.70242030555533,9.671798642975463e-13
59.7199455365749,9.671798642975463e-13
