tau_ps,BR
88.19714875603577,7.914434050657721e-05
91.96791985117063,5.704369838933326e-05
95.8999060745997,4.111454470535139e-05
100.0,3.573118372855782e-05
104.27538888537687,2.5753438017925217e-05
108.73356727196557,1.8561925481719463e-05
113.38235012178497,1.2767174906439577e-05
118.22988651687085,1.010449638102284e-05
123.28467394420659,1.4019317204311699e-05
128.55557319139032,1.1095496144877635e-05
134.05182387914726,9.202008254605137e-06
139.7830606579213,7.631651150355574e-06
145.75933009692972,5.763978439351775e-06
151.99110829529332,4.5618627227662645e-06
158.48931924611142,1.8755890885485035e-06
165.26535398566878,2.8574717224523493e-06
172.33109056135083,2.1581706336911548e-06
179.69891485325957,9.743462506152064e-07
187.3817422860383,1.2900587263800433e-06
195.39304046896112,6.701701832220501e-07
203.74685280397102,5.82420992807237e-07
212.45782310305674,7.711399142999686e-07
221.5412212581185,4.005980247941049e-07
231.0129700083158,5.061613025391418e-07
240.88967285183034,2.8873312678394924e-07
251.18864315095823,2.7553741958276565e-07
261.9279344815627,3.1705066480566965e-07
273.1263722800847,2.8873312678394924e-07
284.8035868435805,1.6470405399272756e-07
296.980047740645,1.431384162521555e-07
309.67709969353547,1.725918627507069e-07
322.9169999943897,1.6470405399272756e-07
336.72295752114223,1.303539373201411e-07
351.11917342151344,1.2439649001037973e-07
366.13088353640325,1.031677640163829e-07
381.7844026370508,7.791980473306312e-08
398.1071705534969,8.55617994627659e-08
415.1278002752295,6.166911557999556e-08
432.87612810830615,7.096035856843824e-08
451.3832659768975,6.166911557999556e-08
470.6816559609249,5.8850708140524673e-08
490.8051271653861,4.241695645802726e-08
511.78895502107383,3.8628464867883255e-08
533.6699231206312,4.6577004841268804e-08
556.4863876983289,3.357062045166776e-08
580.2783448666186,3.8628464867883255e-08
605.0875007272948,3.517834429082206e-08
630.957344480193,3.357062045166776e-08
657.9332246575682,3.203637295129781e-08
686.0624286177782,2.535497609453214e-08
715.3942654376493,2.309038377760133e-08
745.980152348794,2.535497609453214e-08
777.8737048694303,2.535497609453214e-08
811.1308307896873,2.203510499166493e-08
845.8098281751346,2.102805465124825e-08
881.9714875603578,2.203510499166493e-08
919.6791985117064,2.006702861561781e-08
958.999060745997,1.7439538525585086e-08
1000.0,1.9149923477877183e-08
1042.7538888537688,1.8274731961220265e-08
1087.3356727196556,1.7439538525585086e-08
1133.8235012178498,1.588191745709685e-08
1182.2988651687062,1.5156080644080123e-08
1232.8467394420659,1.6642515175093062e-08
1285.5557319139032,1.588191745709685e-08
1340.5182387914729,1.588191745709685e-08
1397.8306065792133,1.588191745709685e-08
1457.5933009692972,1.4463416090052492e-08
1519.9110829529332,1.3802407753464805e-08
1584.893192461114,1.3802407753464805e-08
1652.653539856688,1.3802407753464805e-08
1723.3109056135083,1.5156080644080123e-08
1796.9891485325957,1.4463416090052492e-08
1873.817422860383,1.4463416090052492e-08
1953.9304046896111,1.4463416090052492e-08
2037.4685280397102,1.5156080644080123e-08
2124.5782310305676,1.5156080644080123e-08
2215.412212581185,1.3802407753464805e-08
2310.1297000831582,1.3802407753464805e-08
2408.8967285183035,1.3802407753464805e-08
2511.886431509582,1.3802407753464805e-08
2619.279344815627,1.588191745709685e-08
2731.2637228008466,1.4463416090052492e-08
3096.7709969353546,1.588191745709685e-08
3229.1699999438965,1.6642515175093062e-08
3367.2295752114223,1.5156080644080123e-08
3511.1917342151346,1.588191745709685e-08
3661.3088353640323,1.5156080644080123e-08
3817.844026370508,1.7439538525585086e-08
3981.071705534969,1.7439538525585086e-08
4151.278002752295,1.588191745709685e-08
4328.7612810830615,1.8274731961220265e-08
4513.832659768975,1.8274731961220265e-08
4706.816559609249,1.8274731961220265e-08
4908.0512716538515,1.9149923477877183e-08
5117.889550210738,1.7439538525585086e-08
5336.699231206313,1.9149923477877183e-08
5564.863876983289,2.102805465124825e-08
5802.783448666185,2.102805465124825e-08
6050.875007272948,1.9149923477877183e-08
6309.57344480193,2.203510499166493e-08
6579.332246575683,2.309038377760133e-08
6860.624286177782,2.309038377760133e-08
7153.942654376493,2.4196200707851936e-08
7459.801523487941,2.4196200707851936e-08
7778.737048694303,2.535497609453214e-08
8111.308307896872,2.6569246160438635e-08
8458.098281751329,2.7841668590104335e-08
8819.714875603579,2.7841668590104335e-08
9196.791985117065,2.9175028346698302e-08
9589.99060745997,2.6569246160438635e-08
10000.0,2.7841668590104335e-08
10427.538888537687,3.203637295129781e-08
10873.356727196557,2.9175028346698302e-08
11338.235012178497,3.517834429082206e-08
11822.988651687061,3.357062045166776e-08
12328.467394420659,3.517834429082206e-08
12855.557319139032,3.357062045166776e-08
13405.182387914729,4.047841291776939e-08
