$m_S$ [GeV$/c^{2}$],Observed limit
0.025,4.6388e-06
0.02566,4.3559e-06
0.02647,4.0418e-06
0.02728,3.7596e-06
0.02809,3.505e-06
0.0289,3.2683e-06
0.02972,3.0561e-06
0.03053,2.864e-06
0.03134,2.6877e-06
0.03216,2.5228e-06
0.03297,2.372e-06
0.03379,2.233e-06
0.03461,2.1049e-06
0.03542,1.9881e-06
0.03624,1.8776e-06
0.03706,1.776e-06
0.03788,1.6822e-06
0.0387,1.5951e-06
0.03953,1.5134e-06
0.04035,1.4386e-06
0.04118,1.368e-06
0.042,1.3029e-06
0.04283,1.2411e-06
0.04366,1.1842e-06
0.04449,1.1304e-06
0.04532,1.079e-06
0.04615,1.0334e-06
0.04699,9.8882e-07
0.04783,9.4727e-07
0.04866,9.0888e-07
0.0495,8.7237e-07
0.05034,1.2956e-06
0.05118,1.2695e-06
0.05203,1.2438e-06
0.05287,1.2192e-06
0.05372,1.195e-06
0.05457,1.1714e-06
0.05542,1.1486e-06
0.05627,1.1264e-06
0.05713,1.1045e-06
0.05798,1.0834e-06
0.05884,1.0628e-06
0.0597,1.0428e-06
0.06056,1.0232e-06
0.06142,1.0042e-06
0.06229,9.8553e-07
0.06315,9.6761e-07
0.06402,9.4987e-07
0.06489,9.3252e-07
0.06576,9.1584e-07
0.06664,9.039e-07
0.06751,8.7492e-07
0.06839,8.4551e-07
0.06927,8.156e-07
0.07015,7.7852e-07
0.07103,7.4715e-07
0.07192,7.2191e-07
0.0728,7.1068e-07
0.07369,6.9948e-07
0.07459,6.81e-07
0.07548,6.4707e-07
0.07637,6.2777e-07
0.07727,5.8242e-07
0.07817,5.7916e-07
0.07907,5.3978e-07
0.07997,4.9657e-07
0.08088,4.7193e-07
0.08178,4.6945e-07
0.08269,4.554e-07
0.0836,4.4106e-07
0.08452,4.2605e-07
0.08543,4.2412e-07
0.08635,4.2199e-07
0.08727,4.199e-07
0.08819,4.1786e-07
0.08911,4.1591e-07
0.09003,4.14e-07
0.09096,4.1198e-07
0.09189,4.1007e-07
0.09282,3.9459e-07
0.09375,3.9255e-07
0.09468,3.9102e-07
0.09562,3.8967e-07
0.09656,3.8627e-07
0.09749,3.8463e-07
0.09844,3.83e-07
