$m_S$ [GeV$/c^{2}$],Observed limit
0.025,8.5228e-06
0.02566,8.044e-06
0.02647,7.4778e-06
0.02728,6.9719e-06
0.02809,6.5111e-06
0.0289,6.085e-06
0.02972,5.6928e-06
0.03053,5.3346e-06
0.03134,5.0036e-06
0.03216,4.6991e-06
0.03297,4.4176e-06
0.03379,4.1562e-06
0.03461,3.916e-06
0.03542,3.699e-06
0.03624,3.4901e-06
0.03706,3.2999e-06
0.03788,3.1226e-06
0.0387,2.9583e-06
0.03953,2.8116e-06
0.04035,2.6697e-06
0.04118,2.5361e-06
0.042,2.4137e-06
0.04283,2.2973e-06
0.04366,2.189e-06
0.04449,2.0882e-06
0.04532,1.9936e-06
0.04615,1.9066e-06
0.04699,1.8211e-06
0.04783,1.7409e-06
0.04866,1.6694e-06
0.0495,1.6022e-06
0.05034,2.3489e-06
0.05118,2.3007e-06
0.05203,2.2533e-06
0.05287,2.208e-06
0.05372,2.1634e-06
0.05457,2.12e-06
0.05542,2.0778e-06
0.05627,2.037e-06
0.05713,1.9969e-06
0.05798,1.9582e-06
0.05884,1.9202e-06
0.0597,1.8832e-06
0.06056,1.8473e-06
0.06142,1.8123e-06
0.06229,1.7779e-06
0.06315,1.7448e-06
0.06402,1.7123e-06
0.06489,1.6805e-06
0.06576,1.6496e-06
0.06664,1.6194e-06
0.06751,1.59e-06
0.06839,1.5613e-06
0.06927,1.5308e-06
0.07015,1.4904e-06
0.07103,1.4266e-06
0.07192,1.35e-06
0.0728,1.2941e-06
0.07369,1.2489e-06
0.07459,1.2153e-06
0.07548,1.1941e-06
0.07637,1.1607e-06
0.07727,1.1009e-06
0.07817,1.0662e-06
0.07907,9.8759e-07
0.07997,9.8073e-07
0.08088,9.1291e-07
0.08178,8.3869e-07
0.08269,7.9577e-07
0.0836,7.9037e-07
0.08452,7.4547e-07
0.08543,7.4105e-07
0.08635,7.1479e-07
0.08727,7.1016e-07
0.08819,7.0574e-07
0.08911,7.0141e-07
0.09003,6.9701e-07
0.09096,6.9274e-07
0.09189,6.886e-07
0.09282,6.8482e-07
0.09375,6.8076e-07
0.09468,6.741e-07
0.09562,6.7033e-07
0.09656,6.6666e-07
0.09749,6.4118e-07
0.09844,6.3812e-07
0.09938,6.3421e-07
0.10032,6.1391e-07
0.10127,6.0858e-07
0.10222,6.0658e-07
0.10317,6.0588e-07
0.10412,5.8516e-07
0.10507,5.8321e-07
0.10603,5.8156e-07
0.10698,5.7997e-07
0.10794,5.6033e-07
0.1089,5.728e-07
0.10986,5.7124e-07
0.11082,5.8302e-07
0.11179,5.5288e-07
0.11275,5.5138e-07
0.11372,5.6011e-07
0.11469,5.5862e-07
0.11566,5.5714e-07
0.11663,5.2859e-07
0.1176,5.1261e-07
0.11858,5.3543e-07
0.11956,5.3402e-07
0.12053,5.2054e-07
0.12151,5.0691e-07
0.12249,4.9254e-07
0.12347,5.2553e-07
0.12445,5.2493e-07
0.12544,5.243e-07
0.12642,5.0025e-07
0.12741,4.8691e-07
0.1284,4.7261e-07
0.12938,4.7157e-07
0.13037,4.7098e-07
0.13136,4.8274e-07
0.13236,4.8469e-07
0.13335,4.8397e-07
0.13434,4.923e-07
0.13534,5.0269e-07
0.13633,5.0193e-07
0.13733,5.0113e-07
0.13833,5.1103e-07
0.13932,5.1022e-07
0.14032,4.9724e-07
0.14132,4.9634e-07
0.14233,4.7323e-07
0.14333,4.7234e-07
0.14433,4.7148e-07
0.14533,4.8317e-07
0.14634,4.8225e-07
0.14734,4.9333e-07
0.14835,4.9234e-07
0.14935,4.9134e-07
0.15036,5.0176e-07
0.15137,5.0057e-07
0.15238,4.7621e-07
0.15338,4.7512e-07
0.15439,4.871e-07
0.1554,4.8585e-07
0.15641,4.8459e-07
0.15743,4.9572e-07
0.15844,4.7921e-07
0.15945,4.779e-07
0.16046,4.7661e-07
0.16148,4.7513e-07
0.16249,4.737e-07
0.1635,4.659e-07
0.16452,4.6402e-07
0.16554,4.6231e-07
0.16655,4.6149e-07
0.16757,4.5837e-07
0.16859,4.7788e-07
0.1696,4.7649e-07
0.17062,4.7517e-07
0.17164,4.736e-07
0.17266,4.7201e-07
0.17368,4.8752e-07
0.1747,4.6866e-07
0.17572,4.6547e-07
0.17674,4.6477e-07
0.17776,4.6261e-07
0.17879,4.4519e-07
0.17981,4.436e-07
0.18083,4.4138e-07
0.18186,4.3997e-07
0.18288,4.353e-07
0.18391,4.3332e-07
0.18493,4.3131e-07
0.18596,4.2791e-07
0.18699,4.2617e-07
0.18802,4.2432e-07
0.18905,4.2225e-07
0.19008,4.2032e-07
0.19111,4.3274e-07
0.19214,4.3059e-07
0.19317,4.1413e-07
0.19421,4.1195e-07
0.19524,4.099e-07
0.19628,3.9464e-07
0.19732,3.9258e-07
0.19835,3.9048e-07
0.19939,3.8837e-07
0.20043,3.8321e-07
0.20148,3.7694e-07
0.20252,3.7402e-07
0.20356,3.7069e-07
0.20461,3.674e-07
0.20566,3.6374e-07
0.20671,3.6019e-07
0.20776,3.5622e-07
0.20881,3.6474e-07
0.20987,3.602e-07
0.21092,3.5676e-07
0.21198,3.5319e-07
0.212,3.5311e-07
