$m_S$ [GeV$/c^{2}$],Observed limit
0.025,1.5297e-06
0.02566,1.4602e-06
0.02647,1.379e-06
0.02728,1.3036e-06
0.02809,1.2318e-06
0.0289,1.1633e-06
0.02972,1.0979e-06
0.03053,1.0371e-06
0.03134,9.8005e-07
0.03216,9.2597e-07
0.03297,8.7599e-07
0.03379,8.2831e-07
0.03461,7.8413e-07
0.03542,7.4341e-07
0.03624,7.0493e-07
0.03706,6.6919e-07
0.03788,6.4454e-07
0.0387,6.1245e-07
0.03953,5.8225e-07
0.04035,5.5431e-07
0.04118,5.28e-07
0.042,5.0372e-07
0.04283,4.7787e-07
0.04366,4.573e-07
0.04449,4.3795e-07
0.04532,4.1991e-07
0.04615,4.0306e-07
0.04699,3.8706e-07
0.04783,3.7204e-07
0.04866,3.5821e-07
0.0495,3.4502e-07
0.05034,5.4178e-07
0.05118,5.3137e-07
0.05203,5.2109e-07
0.05287,5.1139e-07
0.05372,5.009e-07
0.05457,4.8993e-07
0.05542,4.6932e-07
0.05627,4.5849e-07
0.05713,4.4129e-07
0.05798,4.2357e-07
0.05884,4.0946e-07
0.0597,3.9929e-07
0.06056,3.9331e-07
0.06142,3.8737e-07
0.06229,3.8571e-07
0.06315,3.7546e-07
0.06402,3.559e-07
0.06489,3.4979e-07
0.06576,3.1862e-07
0.06664,3.1738e-07
0.06751,3.1619e-07
0.06839,3.0435e-07
0.06927,2.8613e-07
0.07015,2.6842e-07
0.07103,2.6034e-07
0.07192,2.5213e-07
0.0728,2.503e-07
0.07369,2.4208e-07
0.07459,2.3369e-07
0.07548,2.321e-07
0.07637,2.3502e-07
0.07727,2.2735e-07
0.07817,2.194e-07
0.07907,2.1822e-07
0.07997,2.2881e-07
0.08088,2.2194e-07
0.08178,2.1497e-07
0.08269,2.1483e-07
0.0836,2.1355e-07
0.08452,2.1226e-07
0.08543,2.1115e-07
0.08635,2.0996e-07
0.08727,2.1597e-07
0.08819,2.0762e-07
0.08911,2.0645e-07
0.09003,2.0534e-07
0.09096,2.0425e-07
0.09189,1.966e-07
0.09282,1.9555e-07
0.09375,1.9418e-07
0.09468,1.9957e-07
0.09562,1.9854e-07
0.09656,1.9137e-07
0.09749,1.9044e-07
0.09844,1.896e-07
0.09938,1.8852e-07
0.10032,1.8772e-07
0.10127,1.8707e-07
0.10222,1.8101e-07
0.10317,1.8047e-07
0.10412,1.8016e-07
0.10507,1.7916e-07
0.10603,1.7895e-07
0.10698,1.7849e-07
0.10794,1.7743e-07
0.1089,1.8106e-07
0.10986,1.8056e-07
0.11082,1.8015e-07
0.11179,1.7967e-07
0.11275,1.7922e-07
0.11372,1.7878e-07
0.11469,1.7445e-07
0.11566,1.6995e-07
0.11663,1.6955e-07
0.1176,1.6494e-07
0.11858,1.7164e-07
0.11956,1.7125e-07
0.12053,1.7081e-07
0.12151,1.7037e-07
0.12249,1.6624e-07
0.12347,1.6203e-07
0.12445,1.6159e-07
