$m_S$ [GeV$/c^{2}$],Observed limit
0.025,4.6919e-05
0.02566,4.3289e-05
0.02647,3.9459e-05
0.02728,3.6109e-05
0.02809,3.3134e-05
0.0289,3.0607e-05
0.02972,2.8278e-05
0.03053,2.6229e-05
0.03134,2.4397e-05
0.03216,2.2684e-05
0.03297,2.119e-05
0.03379,1.9821e-05
0.03461,1.8619e-05
0.03542,1.7497e-05
0.03624,1.6459e-05
0.03706,1.5502e-05
0.03788,1.463e-05
0.0387,1.3825e-05
0.03953,1.3076e-05
0.04035,1.2388e-05
0.04118,1.1745e-05
0.042,1.1159e-05
0.04283,1.0612e-05
0.04366,1.0093e-05
0.04449,9.6152e-06
0.04532,9.1714e-06
0.04615,8.7583e-06
0.04699,8.3663e-06
0.04783,8.0012e-06
0.04866,7.6635e-06
0.0495,7.3514e-06
0.05034,1.0715e-05
0.05118,1.0451e-05
0.05203,1.0196e-05
0.05287,9.9524e-06
0.05372,9.716e-06
0.05457,9.4881e-06
0.05542,9.2687e-06
0.05627,9.0568e-06
0.05713,8.8499e-06
0.05798,8.6528e-06
0.05884,8.4604e-06
0.0597,8.2745e-06
0.06056,8.0953e-06
0.06142,7.9215e-06
0.06229,7.7518e-06
0.06315,7.5893e-06
0.06402,7.4303e-06
0.06489,7.2769e-06
0.06576,7.1281e-06
0.06664,6.9822e-06
0.06751,6.8428e-06
0.06839,6.706e-06
0.06927,6.5732e-06
0.07015,6.4451e-06
0.07103,6.3269e-06
0.07192,6.1933e-06
0.0728,6.0208e-06
0.07369,5.7629e-06
0.07459,5.4987e-06
0.07548,5.275e-06
0.07637,5.0939e-06
0.07727,4.9108e-06
0.07817,4.8259e-06
0.07907,4.6916e-06
0.07997,4.5568e-06
0.08088,4.3667e-06
0.08178,3.9955e-06
0.08269,3.9692e-06
0.0836,3.8211e-06
0.08452,3.5345e-06
0.08543,3.296e-06
0.08635,3.1986e-06
0.08727,3.1009e-06
0.08819,3.002e-06
0.08911,2.9876e-06
0.09003,2.9696e-06
0.09096,2.9525e-06
0.09189,2.9358e-06
0.09282,2.9197e-06
0.09375,2.9041e-06
0.09468,2.889e-06
0.09562,2.8741e-06
0.09656,2.8599e-06
0.09749,2.7497e-06
0.09844,2.7383e-06
0.09938,2.7231e-06
0.10032,2.6338e-06
0.10127,2.6055e-06
0.10222,2.5919e-06
0.10317,2.5836e-06
0.10412,2.4882e-06
0.10507,2.4766e-06
0.10603,2.4656e-06
0.10698,2.455e-06
0.10794,2.3663e-06
0.1089,2.3563e-06
0.10986,2.3466e-06
0.11082,2.3351e-06
0.11179,2.2602e-06
0.11275,2.2467e-06
0.11372,2.3478e-06
0.11469,2.3391e-06
0.11566,2.2144e-06
0.11663,2.1436e-06
0.1176,2.2395e-06
0.11858,2.2315e-06
0.11956,2.1142e-06
0.12053,2.0493e-06
0.12151,2.1433e-06
0.12249,2.1388e-06
0.12347,2.0304e-06
0.12445,1.9703e-06
0.12544,2.1433e-06
0.12642,2.1391e-06
