1.003344499999999639e-01	3.070257456217602236e-06	1.027701456628956725e-05	0.000000000000000000e+00
1.103678900000001351e-01	3.063116499853120336e-06	1.027701456628956725e-05	0.000000000000000000e+00
1.204013400000000233e-01	3.054785216814393072e-06	1.028226173841272667e-05	0.000000000000000000e+00
1.304347799999999724e-01	3.050159212367676135e-06	1.028711527822422221e-05	0.000000000000000000e+00
1.404682300000000827e-01	3.045521115575702398e-06	1.028601432055242698e-05	0.000000000000000000e+00
1.505016700000000318e-01	3.039986921111042208e-06	1.027730442929010087e-05	0.000000000000000000e+00
1.605351200000001421e-01	3.034576329923386751e-06	1.026659302807774979e-05	0.000000000000000000e+00
1.705685600000000912e-01	3.030205592994923813e-06	1.025481613779214779e-05	0.000000000000000000e+00
1.806020099999999795e-01	3.025291843094992861e-06	1.024290982289283462e-05	0.000000000000000000e+00
1.906354500000000396e-01	3.018692198260593359e-06	1.023181010187472767e-05	0.000000000000000000e+00
2.006689000000000389e-01	3.013898759601965464e-06	1.022245303784754176e-05	0.000000000000000000e+00
2.107023399999999880e-01	3.008070107393228408e-06	1.020634738521972316e-05	0.000000000000000000e+00
2.207357900000000983e-01	2.999623783314180641e-06	1.017796211898760973e-05	0.000000000000000000e+00
2.307692300000000474e-01	2.991237433052170025e-06	1.016115867323173437e-05	0.000000000000000000e+00
2.408026800000000467e-01	2.983212054285617792e-06	1.013911141923351350e-05	0.000000000000000000e+00
2.508361199999999958e-01	2.973634531861153626e-06	1.011178395618783902e-05	0.000000000000000000e+00
2.608695699999999951e-01	2.961723532355109856e-06	1.008198282165573356e-05	0.000000000000000000e+00
2.709030100000000552e-01	2.950144509009595954e-06	1.005251447132330186e-05	0.000000000000000000e+00
2.809364500000000042e-01	2.934393966797641762e-06	1.002618536220337164e-05	0.000000000000000000e+00
2.909699000000001146e-01	2.918456228172663561e-06	9.986826716614257882e-06	0.000000000000000000e+00
3.010033400000000636e-01	2.899315338664066075e-06	9.959588034783962778e-06	0.000000000000000000e+00
3.110367899999999519e-01	2.879255785502022159e-06	9.925867967601947000e-06	0.000000000000000000e+00
3.210702299999999010e-01	2.861951810517569082e-06	9.889961423185407571e-06	0.000000000000000000e+00
3.311036800000000113e-01	2.844783477422365727e-06	9.849993139994898137e-06	0.000000000000000000e+00
3.411371199999999604e-01	2.827889880851721897e-06	9.806897402750767409e-06	0.000000000000000000e+00
3.511705700000000707e-01	2.814471331527068991e-06	9.766048392360584851e-06	0.000000000000000000e+00
3.612040100000002418e-01	2.803753899231114109e-06	9.732820129543642555e-06	0.000000000000000000e+00
3.712374599999999081e-01	2.792552794625722534e-06	9.710273765112325498e-06	0.000000000000000000e+00
3.812709000000000792e-01	2.782480103540190572e-06	9.676229506791885900e-06	0.000000000000000000e+00
3.913043499999999675e-01	2.775114624928394291e-06	9.655235113044730228e-06	0.000000000000000000e+00
4.013377900000001386e-01	2.770352303281829108e-06	9.627901661470970393e-06	0.000000000000000000e+00
4.113712400000002489e-01	2.766172446850736684e-06	9.598157495681505278e-06	0.000000000000000000e+00
4.214046799999999759e-01	2.763461456280249571e-06	9.565870757808358991e-06	0.000000000000000000e+00
4.314381299999998642e-01	2.763196245679169550e-06	9.534951387581001208e-06	0.000000000000000000e+00
4.414715700000000353e-01	2.763372454772028507e-06	9.509309203933851478e-06	0.000000000000000000e+00
4.515050199999999236e-01	2.762313830327636354e-06	9.486461865874627357e-06	0.000000000000000000e+00
4.615384600000000948e-01	2.757757581064131252e-06	9.453729055084534580e-06	0.000000000000000000e+00
4.715719099999999830e-01	2.753473910694319677e-06	9.422666581197103945e-06	0.000000000000000000e+00
4.816053499999999321e-01	2.745259111013343109e-06	9.397200672615389238e-06	0.000000000000000000e+00
4.916388000000000424e-01	2.732605643250767631e-06	9.352408825744148679e-06	0.000000000000000000e+00
5.016722399999999915e-01	2.719690724512082876e-06	9.308042036347196358e-06	0.000000000000000000e+00
5.117056900000001018e-01	2.705338948942579534e-06	9.262858820264435199e-06	0.000000000000000000e+00
5.217391300000000509e-01	2.689901541953172790e-06	9.225120612874816270e-06	0.000000000000000000e+00
5.317725799999999392e-01	2.675014190159637151e-06	9.192638362290129868e-06	0.000000000000000000e+00
5.418060199999998883e-01	2.659261145044904686e-06	9.143430149385786644e-06	0.000000000000000000e+00
5.518394599999998373e-01	2.643561625925008690e-06	9.113889051352842041e-06	0.000000000000000000e+00
5.618729099999999477e-01	2.629782895010120033e-06	9.075354036260178123e-06	0.000000000000000000e+00
5.719063500000001188e-01	2.617107188532088870e-06	9.028693379509847202e-06	0.000000000000000000e+00
5.819398000000000071e-01	2.604963884644951117e-06	8.981390917807147094e-06	0.000000000000000000e+00
5.919732399999999561e-01	2.592869662677046611e-06	8.940930310502622009e-06	0.000000000000000000e+00
6.020066899999998444e-01	2.583517328530036462e-06	8.909679439689307010e-06	0.000000000000000000e+00
6.120401300000000155e-01	2.575177095385867929e-06	8.873160986603176136e-06	0.000000000000000000e+00
6.220735800000001259e-01	2.566310416923611908e-06	8.846333683698139600e-06	0.000000000000000000e+00
6.321070200000002970e-01	2.558186047606117104e-06	8.812368745815064359e-06	0.000000000000000000e+00
6.421404699999999632e-01	2.550843003447591722e-06	8.769423484082357342e-06	0.000000000000000000e+00
6.521739099999999123e-01	2.541214636577518139e-06	8.723187237068495264e-06	0.000000000000000000e+00
6.622073600000000226e-01	2.531213579955411480e-06	8.679349513549817127e-06	0.000000000000000000e+00
6.722407999999999717e-01	2.523049355939604139e-06	8.643599650315822086e-06	0.000000000000000000e+00
6.822742500000003041e-01	2.509763185303322348e-06	8.600358174634280254e-06	0.000000000000000000e+00
6.923076900000002531e-01	2.500013286017892631e-06	8.559283804722711016e-06	0.000000000000000000e+00
7.023411400000001414e-01	2.488403197118465417e-06	8.513442783686077592e-06	0.000000000000000000e+00
7.123745800000000905e-01	2.477168949895885247e-06	8.459694968297656734e-06	0.000000000000000000e+00
7.224080299999999788e-01	2.466550463634518528e-06	8.405363103101602145e-06	0.000000000000000000e+00
7.324414700000001499e-01	2.455352425801713649e-06	8.357769726934231099e-06	0.000000000000000000e+00
7.424749200000002602e-01	2.442175271588522588e-06	8.310333446214248794e-06	0.000000000000000000e+00
7.525083599999999873e-01	2.428453123164506944e-06	8.301492294809776468e-06	0.000000000000000000e+00
7.625418100000000976e-01	2.415109546788181177e-06	8.244108498448550208e-06	0.000000000000000000e+00
7.725752500000000467e-01	2.399779054289525942e-06	8.208044518001666049e-06	0.000000000000000000e+00
