0.000000000000000000e+00	8.041958041958008341e-03	9.609756097560975278e-07
8.041958041958008341e-03	1.748251748251747340e-02	9.609756097560975278e-07
1.748251748251747340e-02	2.902097902097902637e-02	9.560975609756094598e-07
2.902097902097902637e-02	4.265734265734263952e-02	9.609756097560975278e-07
4.265734265734263952e-02	5.314685314685310691e-02	9.658536585365851724e-07
5.314685314685310691e-02	6.153846153846154188e-02	9.707317073170732404e-07
6.153846153846154188e-02	6.993006993006994909e-02	9.707317073170732404e-07
6.993006993006994909e-02	7.727272727272727071e-02	9.756097560975608850e-07
7.727272727272727071e-02	8.566433566433565017e-02	9.707317073170732404e-07
8.566433566433565017e-02	9.510489510489505971e-02	9.756097560975608850e-07
9.510489510489505971e-02	1.045454545454544970e-01	9.902439024390242421e-07
1.045454545454544970e-01	1.139860139860139898e-01	9.902439024390242421e-07
1.139860139860139898e-01	1.223776223776223970e-01	9.853658536585365976e-07
1.223776223776223970e-01	1.297202797202797186e-01	9.951219512195123102e-07
1.297202797202797186e-01	1.381118881118880981e-01	9.999999999999999547e-07
1.381118881118880981e-01	1.475524475524475077e-01	1.004878048780487599e-06
1.475524475524475077e-01	1.559440559440559426e-01	1.009756097560975667e-06
1.559440559440559426e-01	1.664335664335664378e-01	1.019512195121951168e-06
1.664335664335664378e-01	1.790209790209789653e-01	1.019512195121951168e-06
1.790209790209789653e-01	1.905594405594405183e-01	1.034146341463414525e-06
1.905594405594405183e-01	2.020979020979020713e-01	1.039024390243902382e-06
2.020979020979020713e-01	2.146853146853146543e-01	1.048780487804877883e-06
2.146853146853146543e-01	2.262237762237762073e-01	1.063414634146341240e-06
2.262237762237762073e-01	2.367132867132867302e-01	1.068292682926829096e-06
2.367132867132867302e-01	2.461538461538461675e-01	1.078048780487804809e-06
2.461538461538461675e-01	2.566433566433566349e-01	1.092682926829268166e-06
2.566433566433566349e-01	2.692307692307692180e-01	1.112195121951219379e-06
2.692307692307692180e-01	2.807692307692307709e-01	1.121951219512195092e-06
2.807692307692307709e-01	2.912587412587412938e-01	1.136585365853658449e-06
2.912587412587412938e-01	3.006993006993007311e-01	1.151219512195121806e-06
3.006993006993007311e-01	3.101398601398601684e-01	1.165853658536585163e-06
3.101398601398601684e-01	3.206293706293706358e-01	1.175609756097560876e-06
3.206293706293706358e-01	3.300699300699300731e-01	1.185365853658536377e-06
3.300699300699300731e-01	3.384615384615384803e-01	1.195121951219512089e-06
3.384615384615384803e-01	3.458041958041958019e-01	1.209756097560975447e-06
3.458041958041958019e-01	3.531468531468531236e-01	1.224390243902439015e-06
3.531468531468531236e-01	3.615384615384615308e-01	1.229268292682926872e-06
