$m_S$ [GeV$/c^{2}$],Observed limit
0.21271,2.46e-07
0.21341,2.5272e-07
0.2141,2.5646e-07
0.2148,2.589e-07
0.21551,2.61e-07
0.21621,2.6264e-07
0.21691,2.6415e-07
0.21762,2.6535e-07
0.21832,2.6626e-07
0.21903,2.671e-07
0.21974,2.709e-07
0.22045,2.7167e-07
0.22116,2.7548e-07
0.22187,2.7619e-07
0.22259,2.7682e-07
0.2233,2.7653e-07
0.22402,2.77e-07
0.22473,2.7744e-07
0.22545,2.7783e-07
0.22617,2.7811e-07
0.22689,2.7843e-07
0.22762,2.787e-07
0.22834,2.7896e-07
0.22906,2.7911e-07
0.22979,2.7928e-07
0.23052,2.7948e-07
0.23125,2.8338e-07
0.23198,2.8352e-07
0.23271,2.8739e-07
0.23344,2.8743e-07
0.23417,2.8602e-07
0.23491,2.8611e-07
0.23564,2.861e-07
0.23638,2.8609e-07
0.23712,2.8613e-07
0.23786,2.8604e-07
0.2386,2.8611e-07
0.23934,2.8598e-07
0.24008,2.8598e-07
0.24083,2.8585e-07
0.24157,2.8582e-07
0.24232,2.8568e-07
0.24307,2.8562e-07
0.24382,2.8548e-07
0.24457,2.854e-07
0.24532,2.8959e-07
0.24608,2.8953e-07
0.24683,2.9353e-07
0.24759,2.9125e-07
0.24834,2.9099e-07
0.2491,2.9093e-07
0.24986,2.9065e-07
0.25062,2.9052e-07
0.25138,2.9022e-07
0.25215,2.9003e-07
0.25291,2.8981e-07
0.25368,2.8954e-07
0.25445,2.8936e-07
0.25521,2.8905e-07
0.25598,2.8889e-07
0.25676,2.8857e-07
0.25753,2.8833e-07
0.2583,2.8811e-07
0.25908,2.8777e-07
0.25985,2.9232e-07
0.26063,2.9197e-07
0.26141,2.9334e-07
0.26219,2.9293e-07
0.26297,2.9273e-07
0.26375,2.9238e-07
0.26454,2.9203e-07
0.26532,2.9184e-07
0.26611,2.9142e-07
0.2669,2.9114e-07
0.26768,2.909e-07
0.26847,2.9047e-07
0.26927,2.9021e-07
0.27006,2.8991e-07
0.27085,2.8951e-07
0.27165,2.8925e-07
0.27244,2.8892e-07
0.27324,2.8853e-07
0.27404,2.8827e-07
0.27484,2.9404e-07
0.27564,2.9369e-07
0.27645,2.9323e-07
0.27725,2.9296e-07
0.27806,2.9261e-07
0.27886,2.9215e-07
0.27967,2.9178e-07
0.28048,2.8788e-07
0.28129,2.817e-07
0.2821,2.7691e-07
0.28292,2.791e-07
0.28373,2.8114e-07
0.28455,2.8338e-07
0.28537,2.8442e-07
0.28618,2.8369e-07
0.287,2.8298e-07
0.28782,2.8244e-07
0.28865,2.8751e-07
0.28947,2.8681e-07
0.2903,2.8608e-07
0.29112,2.8562e-07
0.29195,2.8516e-07
0.29278,2.845e-07
0.29361,2.8396e-07
0.29444,2.8354e-07
0.29527,2.8298e-07
0.29611,2.8235e-07
0.29694,2.8187e-07
0.29778,2.8143e-07
0.29862,2.8081e-07
0.29946,2.8023e-07
0.3003,2.7987e-07
0.30114,2.7977e-07
0.30198,2.8488e-07
0.30283,2.8466e-07
0.30367,2.845e-07
0.30452,2.8431e-07
0.30537,2.8411e-07
0.30622,2.8392e-07
0.30707,2.8373e-07
0.30792,2.8353e-07
0.30878,2.8334e-07
0.30963,2.8315e-07
0.31049,2.8295e-07
0.31134,2.8276e-07
0.3122,2.8257e-07
0.31306,2.8238e-07
0.31392,2.8219e-07
0.31479,2.8771e-07
0.31565,2.875e-07
0.31652,2.873e-07
0.31738,2.8711e-07
0.31825,2.8692e-07
0.31912,2.8671e-07
0.31999,2.8653e-07
0.32086,2.8632e-07
0.32174,2.8611e-07
0.32261,2.8595e-07
0.32349,2.8575e-07
0.32437,2.8554e-07
0.32524,2.8536e-07
0.32612,2.9114e-07
0.32701,2.9097e-07
0.32789,2.9079e-07
0.32877,2.9059e-07
0.32966,2.904e-07
0.33054,2.9016e-07
0.33143,2.9009e-07
0.33232,2.8986e-07
0.33321,2.8957e-07
0.3341,2.893e-07
0.335,2.8903e-07
0.33589,2.8885e-07
0.33679,2.8875e-07
0.33768,2.9486e-07
0.33858,2.9462e-07
0.33948,2.9439e-07
0.34038,2.9419e-07
0.34129,2.9402e-07
0.34219,2.939e-07
0.3431,2.9368e-07
0.344,2.9343e-07
0.34491,2.9331e-07
0.34582,2.9296e-07
0.34673,2.9296e-07
0.34764,2.9933e-07
0.34855,2.9912e-07
0.34947,2.9891e-07
0.35038,2.9875e-07
0.3513,2.9865e-07
0.35222,2.9855e-07
0.35314,2.9844e-07
0.35406,2.918e-07
