$m_S$ [GeV$/c^{2}$],Observed limit
0.21271,1.1433e-07
0.21341,1.1575e-07
0.2141,1.1647e-07
0.2148,1.1508e-07
0.21551,1.135e-07
0.21621,1.1197e-07
0.21691,1.1122e-07
0.21762,1.1047e-07
0.21832,1.0894e-07
0.21903,1.074e-07
0.21974,1.0571e-07
0.22045,1.0471e-07
0.22116,1.0402e-07
0.22187,1.0331e-07
0.22259,1.026e-07
0.2233,1.0185e-07
0.22402,1.011e-07
0.22473,1.0042e-07
0.22545,9.9743e-08
0.22617,9.9991e-08
0.22689,1.0016e-07
0.22762,9.9512e-08
0.22834,9.8822e-08
0.22906,9.7742e-08
0.22979,9.7057e-08
0.23052,9.6386e-08
0.23125,9.5623e-08
0.23198,9.4995e-08
0.23271,9.4308e-08
0.23344,9.359e-08
0.23417,9.2984e-08
0.23491,9.2234e-08
0.23564,9.1661e-08
0.23638,9.0931e-08
0.23712,9.1372e-08
0.23786,9.0663e-08
0.2386,9.1063e-08
0.23934,8.9934e-08
0.24008,8.9331e-08
0.24083,8.8667e-08
0.24157,8.8082e-08
0.24232,8.744e-08
0.24307,8.6848e-08
0.24382,8.6246e-08
0.24457,8.5637e-08
0.24532,8.5078e-08
0.24608,8.4429e-08
0.24683,8.3925e-08
0.24759,8.3271e-08
0.24834,8.2785e-08
0.2491,8.3204e-08
0.24986,8.2641e-08
0.25062,8.2682e-08
0.25138,8.2299e-08
0.25215,8.1993e-08
0.25291,8.1588e-08
0.25368,8.1284e-08
0.25445,8.0935e-08
0.25521,8.0548e-08
0.25598,8.0274e-08
0.25676,7.9889e-08
0.25753,7.9554e-08
0.2583,7.9258e-08
0.25908,7.8855e-08
0.25985,7.8556e-08
0.26063,7.8253e-08
0.26141,7.8873e-08
0.26219,7.8912e-08
0.26297,7.853e-08
0.26375,7.8247e-08
0.26454,7.791e-08
0.26532,7.7535e-08
0.26611,7.7258e-08
0.2669,7.693e-08
0.26768,7.6558e-08
0.26847,7.6284e-08
0.26927,7.597e-08
0.27006,7.5598e-08
0.27085,7.5316e-08
0.27165,7.5028e-08
0.27244,7.4678e-08
0.27324,7.4354e-08
0.27404,7.529e-08
0.27484,7.5009e-08
0.27564,7.4697e-08
0.27645,7.4357e-08
0.27725,7.4056e-08
0.27806,7.3772e-08
0.27886,7.3456e-08
0.27967,7.3111e-08
0.28048,7.3368e-08
0.28129,7.3986e-08
0.2821,7.4453e-08
0.28292,7.4073e-08
0.28373,7.3753e-08
0.28455,7.3389e-08
0.28537,7.3201e-08
0.28618,7.449e-08
0.287,7.459e-08
0.28782,7.4707e-08
0.28865,7.4811e-08
0.28947,7.4876e-08
0.2903,7.5119e-08
0.29112,7.5632e-08
0.29195,7.6138e-08
0.29278,7.6627e-08
0.29361,7.7119e-08
0.29444,7.7661e-08
0.29527,7.8216e-08
0.29611,7.8736e-08
0.29694,7.9244e-08
0.29778,8.1077e-08
0.29862,8.1656e-08
0.29946,8.2231e-08
0.3003,8.2627e-08
0.30114,8.2644e-08
0.30198,8.2656e-08
0.30283,8.2664e-08
0.30367,8.269e-08
0.30452,8.2705e-08
0.30537,8.2725e-08
0.30622,8.2729e-08
0.30707,8.275e-08
0.30792,8.2762e-08
0.30878,8.4101e-08
0.30963,8.4117e-08
0.31049,8.4123e-08
0.31134,8.414e-08
0.3122,8.4157e-08
0.31306,8.4176e-08
0.31392,8.4188e-08
0.31479,8.4208e-08
0.31565,8.4226e-08
0.31652,8.4254e-08
0.31738,8.427e-08
0.31825,8.4277e-08
