$m_S$ [GeV$/c^{2}$],Observed limit
0.21271,6.8943e-08
0.21341,7.0465e-08
0.2141,7.1015e-08
0.2148,7.0211e-08
0.21551,6.9317e-08
0.21621,6.8394e-08
0.21691,6.7456e-08
0.21762,6.7176e-08
0.21832,6.672e-08
0.21903,6.5771e-08
0.21974,6.4814e-08
0.22045,6.4542e-08
0.22116,6.4643e-08
0.22187,6.473e-08
0.22259,6.4803e-08
0.2233,6.4862e-08
0.22402,6.5686e-08
0.22473,6.6179e-08
0.22545,6.6217e-08
0.22617,6.6251e-08
0.22689,6.6279e-08
0.22762,6.6286e-08
0.22834,6.6286e-08
0.22906,6.6287e-08
0.22979,6.6292e-08
0.23052,6.6301e-08
0.23125,6.628e-08
0.23198,6.754e-08
0.23271,6.7545e-08
0.23344,6.7506e-08
0.23417,6.7477e-08
0.23491,6.7474e-08
0.23564,6.7438e-08
0.23638,6.7388e-08
0.23712,6.737e-08
0.23786,6.7316e-08
0.2386,6.728e-08
0.23934,6.7247e-08
0.24008,6.8482e-08
0.24083,6.8431e-08
0.24157,6.8398e-08
0.24232,6.832e-08
0.24307,6.8302e-08
0.24382,6.821e-08
0.24457,6.819e-08
0.24532,6.8095e-08
0.24608,6.8071e-08
0.24683,6.7977e-08
0.24759,6.9182e-08
0.24834,6.9162e-08
0.2491,6.9047e-08
0.24986,6.9025e-08
0.25062,6.9039e-08
0.25138,6.9165e-08
0.25215,6.9222e-08
0.25291,6.9317e-08
0.25368,6.9414e-08
0.25445,6.9478e-08
0.25521,6.9604e-08
0.25598,7.0946e-08
0.25676,7.0985e-08
0.25753,7.1118e-08
0.2583,7.1157e-08
0.25908,7.1245e-08
0.25985,7.1363e-08
0.26063,7.1392e-08
0.26141,7.1514e-08
0.26219,7.158e-08
0.26297,7.1641e-08
0.26375,7.298e-08
0.26454,7.3104e-08
0.26532,7.3118e-08
0.26611,7.3195e-08
0.2669,7.3276e-08
0.26768,7.3358e-08
0.26847,7.3432e-08
0.26927,7.3509e-08
0.27006,7.3591e-08
0.27085,7.3669e-08
0.27165,7.5042e-08
0.27244,7.5124e-08
0.27324,7.5205e-08
0.27404,7.5274e-08
0.27484,7.5367e-08
0.27564,7.5469e-08
0.27645,7.5538e-08
0.27725,7.5628e-08
0.27806,7.5711e-08
0.27886,7.5796e-08
0.27967,7.7276e-08
0.28048,7.7667e-08
0.28129,7.8291e-08
0.2821,7.8768e-08
0.28292,7.8187e-08
0.28373,7.7645e-08
0.28455,7.7093e-08
0.28537,7.6746e-08
0.28618,7.663e-08
0.287,7.7952e-08
0.28782,7.7793e-08
0.28865,7.7715e-08
0.28947,7.7602e-08
0.2903,7.7616e-08
0.29112,7.7822e-08
0.29195,7.8041e-08
0.29278,7.8262e-08
0.29361,7.9997e-08
0.29444,8.022e-08
0.29527,8.0459e-08
0.29611,8.069e-08
0.29694,8.0921e-08
0.29778,8.1157e-08
0.29862,8.1394e-08
0.29946,8.1616e-08
0.3003,8.1727e-08
0.30114,8.1667e-08
0.30198,8.1629e-08
0.30283,8.1598e-08
0.30367,8.1557e-08
0.30452,8.1504e-08
0.30537,8.1399e-08
0.30622,8.1346e-08
0.30707,8.1294e-08
0.30792,8.1241e-08
0.30878,8.1249e-08
0.30963,8.119e-08
0.31049,8.1149e-08
0.31134,8.109e-08
0.3122,8.1041e-08
0.31306,8.0986e-08
0.31392,8.0938e-08
0.31479,8.088e-08
0.31565,8.2428e-08
0.31652,8.2377e-08
0.31738,8.2323e-08
0.31825,8.2264e-08
0.31912,8.2217e-08
0.31999,8.216e-08
0.32086,8.2104e-08
0.32174,8.2046e-08
0.32261,8.3651e-08
0.32349,8.3545e-08
0.32437,8.3521e-08
0.32524,8.3517e-08
0.32612,8.3461e-08
0.32701,8.3387e-08
0.32789,8.3356e-08
0.32877,8.5075e-08
0.32966,8.5016e-08
0.33054,8.496e-08
0.33143,8.4903e-08
0.33232,8.4845e-08
0.33321,8.4788e-08
0.3341,8.4731e-08
0.335,8.468e-08
0.33589,8.461e-08
0.33679,8.4567e-08
0.33768,8.45e-08
0.33858,8.4442e-08
0.33948,8.4385e-08
0.34038,8.4328e-08
0.34129,8.427e-08
0.34219,8.2448e-08
0.3431,8.2367e-08
0.344,8.2317e-08
0.34491,8.2263e-08
0.34582,8.2126e-08
0.34673,8.2076e-08
0.34764,8.1963e-08
0.34855,8.2056e-08
0.34947,8.2e-08
0.35038,8.0422e-08
0.3513,8.0664e-08
0.35222,8.0891e-08
0.35314,8.1127e-08
0.35406,8.1364e-08
0.35498,8.1602e-08
0.35591,8.1837e-08
0.35683,8.2031e-08
0.35776,8.2259e-08
0.35868,8.2583e-08
0.35961,8.2776e-08
0.36054,8.3098e-08
0.36148,8.3362e-08
0.36241,8.355e-08
0.36334,8.3787e-08
0.36428,8.4154e-08
0.36522,8.4418e-08
0.36615,8.468e-08
0.36709,8.4947e-08
0.36803,8.695e-08
0.36898,8.7229e-08
0.36992,8.7506e-08
0.37087,8.7785e-08
0.37181,8.8048e-08
0.37276,8.8312e-08
0.37371,8.8592e-08
0.37466,8.8889e-08
0.37561,8.9211e-08
0.37656,8.9525e-08
0.37752,8.9825e-08
0.37847,9.0124e-08
0.37943,9.0417e-08
0.38039,9.2564e-08
0.38135,9.2874e-08
0.38231,9.3186e-08
0.38327,9.3518e-08
0.38424,9.2008e-08
0.3852,9.2329e-08
0.38617,9.2653e-08
0.38713,9.2977e-08
0.3881,9.5283e-08
0.38907,9.562e-08
0.39005,9.5964e-08
0.39102,9.6308e-08
0.39199,9.6654e-08
0.39297,9.7003e-08
0.39395,9.7374e-08
0.39492,9.7729e-08
0.3959,9.8076e-08
0.39688,9.8437e-08
0.39787,9.8805e-08
0.39885,9.9169e-08
0.39984,1.0162e-07
0.40082,1.0199e-07
0.40181,1.0238e-07
0.4028,1.0059e-07
0.40379,1.0109e-07
0.40478,1.0149e-07
0.40577,1.0188e-07
0.40677,1.0441e-07
0.40776,1.0493e-07
0.40876,1.0534e-07
0.40976,1.0577e-07
0.41076,1.0619e-07
0.41176,1.066e-07
0.41276,1.0705e-07
0.41377,1.0979e-07
0.41477,1.1024e-07
0.41578,1.1069e-07
0.41679,1.1115e-07
0.4178,1.1162e-07
0.41881,1.1433e-07
0.41982,1.1698e-07
0.42083,1.1531e-07
0.42185,1.1354e-07
0.42286,1.1402e-07
0.42388,1.1451e-07
0.4249,1.1513e-07
0.42592,1.1817e-07
0.42694,1.1869e-07
0.42796,1.1922e-07
0.42898,1.1974e-07
0.43001,1.2028e-07
0.43104,1.1823e-07
